"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","case_study","code_version","epochs","epochs_fn","fine_tune","finetune_type","forward_passes","indx_thresh","input_path","lr","lr1","lr2","mcdropout","method","metric.goal","metric.name","model_1_hparams.batch_size","model_1_hparams.case_study","model_1_hparams.epochs","model_1_hparams.input_path","model_1_hparams.lr","model_1_hparams.lr1","model_1_hparams.lr2","model_1_hparams.n_split","model_1_hparams.network_model","model_1_hparams.output_path","model_1_hparams.seed","model_1_hparams.sigmoid_threshold","model_1_hparams.split_idx","model_1_hparams.where_threshold","model_1_hparams.where_threshold_H","model_1_hparams.where_threshold_L","model_1_params.cnn.d11.bias","model_1_params.cnn.d11.weight","model_1_params.cnn.d12.bias","model_1_params.cnn.d12.weight","model_1_params.cnn.d21.bias","model_1_params.cnn.d21.weight","model_1_params.cnn.d22.bias","model_1_params.cnn.d22.weight","model_1_params.cnn.d31.bias","model_1_params.cnn.d31.weight","model_1_params.cnn.d32.bias","model_1_params.cnn.d32.weight","model_1_params.cnn.d41.bias","model_1_params.cnn.d41.weight","model_1_params.cnn.d42.bias","model_1_params.cnn.d42.weight","model_1_params.cnn.e11.bias","model_1_params.cnn.e11.weight","model_1_params.cnn.e12.bias","model_1_params.cnn.e12.weight","model_1_params.cnn.e21.bias","model_1_params.cnn.e21.weight","model_1_params.cnn.e22.bias","model_1_params.cnn.e22.weight","model_1_params.cnn.e31.bias","model_1_params.cnn.e31.weight","model_1_params.cnn.e32.bias","model_1_params.cnn.e32.weight","model_1_params.cnn.e41.bias","model_1_params.cnn.e41.weight","model_1_params.cnn.e42.bias","model_1_params.cnn.e42.weight","model_1_params.cnn.e51.bias","model_1_params.cnn.e51.weight","model_1_params.cnn.e52.bias","model_1_params.cnn.e52.weight","model_1_params.cnn.outconv.bias","model_1_params.cnn.outconv.weight","model_1_params.cnn.upconv1.bias","model_1_params.cnn.upconv1.weight","model_1_params.cnn.upconv2.bias","model_1_params.cnn.upconv2.weight","model_1_params.cnn.upconv3.bias","model_1_params.cnn.upconv3.weight","model_1_params.cnn.upconv4.bias","model_1_params.cnn.upconv4.weight","n_split","n_splt","n_thresh","network_model","output_path","parameters.epochss","parameters.fine_tunes","parameters.indx_threshs","parameters.n_splits","parameters.n_threshs","program","seed","sigmoid_threshold","split_idx","where_threshold","where_threshold_H","where_threshold_L","Brier score 1 mm","Brier score 10 mm","Brier score 100 mm","Brier score 150 mm","Brier score 20 mm","Brier score 5 mm","Brier score 50 mm","ECE 1 mm","ECE 10 mm","ECE 100 mm","ECE 150 mm","ECE 20 mm","ECE 5 mm","ECE 50 mm","KL 1 mm","KL 10 mm","KL 100 mm","KL 150 mm","KL 20 mm","KL 5 mm","KL 50 mm","MCD_csi_1.0","MCD_csi_10.0","MCD_csi_100.0","MCD_csi_150.0","MCD_csi_20.0","MCD_csi_5.0","MCD_csi_50.0","MCD_ets_1.0","MCD_ets_10.0","MCD_ets_100.0","MCD_ets_150.0","MCD_ets_20.0","MCD_ets_5.0","MCD_ets_50.0","MCD_freqbias_1.0","MCD_freqbias_10.0","MCD_freqbias_100.0","MCD_freqbias_150.0","MCD_freqbias_20.0","MCD_freqbias_5.0","MCD_freqbias_50.0","MSEp_loss","epoch","lr-Adam","rmse NWP 0","rmse NWP 1","rmse NWP 2","rmse NWP 3","test rmse","test variance","test/AUC","test/AUC 1","test/AUC 1.0","test/AUC 10","test/AUC 10.0","test/AUC 100","test/AUC 100.0","test/AUC 150","test/AUC 150.0","test/AUC 20","test/AUC 20.0","test/AUC 5","test/AUC 5.0","test/AUC 50","test/AUC 50.0","test/ECE","test/ECE 1","test/ECE 1 mm","test/ECE 1.0","test/ECE 10","test/ECE 10 mm","test/ECE 10.0","test/ECE 100","test/ECE 100 mm","test/ECE 100.0","test/ECE 150","test/ECE 150 mm","test/ECE 150.0","test/ECE 20","test/ECE 20 mm","test/ECE 20.0","test/ECE 5","test/ECE 5 mm","test/ECE 5.0","test/ECE 50","test/ECE 50 mm","test/ECE 50.0","test/KL","test/KL 1","test/KL 1 mm","test/KL 1.0","test/KL 10","test/KL 10 mm","test/KL 10.0","test/KL 100","test/KL 100 mm","test/KL 100.0","test/KL 150","test/KL 150 mm","test/KL 150.0","test/KL 20","test/KL 20 mm","test/KL 20.0","test/KL 5","test/KL 5 mm","test/KL 5.0","test/KL 50","test/KL 50 mm","test/KL 50.0","test/brierScore","test/brierScore 1","test/brierScore 1.0","test/brierScore 10","test/brierScore 10.0","test/brierScore 100","test/brierScore 100.0","test/brierScore 150","test/brierScore 150.0","test/brierScore 20","test/brierScore 20.0","test/brierScore 5","test/brierScore 5.0","test/brierScore 50","test/brierScore 50.0","test_MSEp","test_csi_1.0","test_csi_10.0","test_csi_100.0","test_csi_150.0","test_csi_20.0","test_csi_5.0","test_csi_50.0","test_ets_1.0","test_ets_10.0","test_ets_100.0","test_ets_150.0","test_ets_20.0","test_ets_5.0","test_ets_50.0","test_freqbias_1.0","test_freqbias_10.0","test_freqbias_100.0","test_freqbias_150.0","test_freqbias_20.0","test_freqbias_5.0","test_freqbias_50.0","test_iou","test_iou_H","test_iou_L","test_iou_LH","test_loss_segm","test_metric/AUC 1","test_metric/AUC 10","test_metric/AUC 100","test_metric/AUC 150","test_metric/AUC 20","test_metric/AUC 5","test_metric/AUC 50","test_metric/ECE 1","test_metric/ECE 10","test_metric/ECE 100","test_metric/ECE 150","test_metric/ECE 20","test_metric/ECE 5","test_metric/ECE 50","test_metric/KL 1","test_metric/KL 10","test_metric/KL 100","test_metric/KL 150","test_metric/KL 20","test_metric/KL 5","test_metric/KL 50","test_metric/brierScore 1","test_metric/brierScore 10","test_metric/brierScore 100","test_metric/brierScore 150","test_metric/brierScore 20","test_metric/brierScore 5","test_metric/brierScore 50","train/BCE","train/CAPE","train/loss","train_CrossEntropyloss","train_L1loss","train_brier_score","train_loss","train_loss_2","train_loss_regr","train_loss_segm","train_rmse","trainer/global_step","val/AUC","val/AUC 1","val/AUC 10","val/AUC 100","val/AUC 150","val/AUC 20","val/AUC 5","val/AUC 50","val/ECE","val/ECE 1","val/ECE 10","val/ECE 100","val/ECE 150","val/ECE 20","val/ECE 5","val/ECE 50","val/KL","val/KL 1","val/KL 10","val/KL 100","val/KL 150","val/KL 20","val/KL 5","val/KL 50","val/brierScore","val/brierScore 1","val/brierScore 10","val/brierScore 100","val/brierScore 150","val/brierScore 20","val/brierScore 5","val/brierScore 50","val/loss","val_IntOverUnion","val_csi_1.0","val_csi_10.0","val_csi_100.0","val_csi_150.0","val_csi_20.0","val_csi_5.0","val_csi_50.0","val_ets_1.0","val_ets_10.0","val_ets_100.0","val_ets_150.0","val_ets_20.0","val_ets_5.0","val_ets_50.0","val_freqbias_1.0","val_freqbias_10.0","val_freqbias_100.0","val_freqbias_150.0","val_freqbias_20.0","val_freqbias_5.0","val_freqbias_50.0","val_iou","val_loss","val_loss_2","val_loss_segm","val_metric/AUC 1","val_metric/AUC 10","val_metric/AUC 100","val_metric/AUC 150","val_metric/AUC 20","val_metric/AUC 5","val_metric/AUC 50","val_metric/ECE 1","val_metric/ECE 10","val_metric/ECE 100","val_metric/ECE 150","val_metric/ECE 20","val_metric/ECE 5","val_metric/ECE 50","val_metric/KL 1","val_metric/KL 10","val_metric/KL 100","val_metric/KL 150","val_metric/KL 20","val_metric/KL 5","val_metric/KL 50","val_metric/brierScore 1","val_metric/brierScore 10","val_metric/brierScore 100","val_metric/brierScore 150","val_metric/brierScore 20","val_metric/brierScore 5","val_metric/brierScore 50","val_rmse"
"electric-sweep-9","","finished","-","","","2024-05-23T10:01:15.000Z","1119","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.9166584403830826","","","","","","","","","","","","","","","0.03261232646096264","","","","","","","","","","","","","","","","","","","","","","4.404458999633789","","","","","","","","","","","","","","","","","","","","","","0.10151128470897676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9166584403830826","","","","","","","0.03261232646096264","","","","","","","4.404458999633789","","","","","","","0.10151128470897676","","","","","","","0.29050007462501526","0","0.29050007462501526","","","","","","","","","800","0.8171657574874676","","","","","","","","0.2234035045777643","","","","","","","","7.598552703857422","","","","","","","","0.2177632600069046","","","","","","","","0.6545397639274597","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8171657574874676","","","","","","","0.2234035045777643","","","","","","","7.598552703857422","","","","","","","0.2177632600069046","","","","","","",""
"ethereal-sweep-8","","finished","-","","","2024-05-23T10:00:47.000Z","1130","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.9278350584184244","","","","","","","","","","","","","","","0.038277178803243286","","","","","","","","","","","","","","","","","","","","","","4.332602500915527","","","","","","","","","","","","","","","","","","","","","","0.09949322789907455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9278350584184244","","","","","","","0.038277178803243286","","","","","","","4.332602500915527","","","","","","","0.09949322789907455","","","","","","","0.30428624153137207","0","0.30428624153137207","","","","","","","","","800","0.8261918944707014","","","","","","","","0.21102385042106148","","","","","","","","7.34960412979126","","","","","","","","0.20635618269443512","","","","","","","","0.6235033869743347","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8261918944707014","","","","","","","0.21102385042106148","","","","","","","7.34960412979126","","","","","","","0.20635618269443512","","","","","","",""
"devoted-sweep-7","","finished","-","","","2024-05-23T10:00:29.000Z","1204","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.8494023016238464","","","","","","","","","","","","","","","0.0334841336573119","","","","","","","","","","","","","","","","","","","","","","5.724430561065674","","","","","","","","","","","","","","","","","","","","","","0.13684415817260742","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8494023016238464","","","","","","","0.0334841336573119","","","","","","","5.724430561065674","","","","","","","0.13684415817260742","","","","","","","0.3288828134536743","0","0.3288828134536743","","","","","","","","","800","0.8439235999098713","","","","","","","","0.2066038669685454","","","","","","","","7.400291442871094","","","","","","","","0.1844552755355835","","","","","","","","0.548913836479187","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8439235999098713","","","","","","","0.2066038669685454","","","","","","","7.400291442871094","","","","","","","0.1844552755355835","","","","","","",""
"feasible-sweep-6","","finished","-","","","2024-05-23T09:42:23.000Z","1127","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.9023651299253396","","","","","","","","","","","","","","","0.07014135106011121","","","","","","","","","","","","","","","","","","","","","","5.107752799987793","","","","","","","","","","","","","","","","","","","","","","0.10640639066696168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9023651299253396","","","","","","","0.07014135106011121","","","","","","","5.107752799987793","","","","","","","0.10640639066696168","","","","","","","0.2934936583042145","0","0.2934936583042145","","","","","","","","","800","0.8195770452765865","","","","","","","","0.2286510878603636","","","","","","","","7.899683475494385","","","","","","","","0.20914500951766968","","","","","","","","0.6040335297584534","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8195770452765865","","","","","","","0.2286510878603636","","","","","","","7.899683475494385","","","","","","","0.20914500951766968","","","","","","",""
"soft-sweep-5","","finished","-","","","2024-05-23T09:41:26.000Z","1155","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.8811706161359988","","","","","","","","","","","","","","","0.02257687033877173","","","","","","","","","","","","","","","","","","","","","","5.292978286743164","","","","","","","","","","","","","","","","","","","","","","0.12749195098876953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8811706161359988","","","","","","","0.02257687033877173","","","","","","","5.292978286743164","","","","","","","0.12749195098876953","","","","","","","0.34570756554603577","0","0.34570756554603577","","","","","","","","","800","0.8496132511572458","","","","","","","","0.19989852858349255","","","","","","","","7.172557830810547","","","","","","","","0.18079866468906405","","","","","","","","0.5397242307662964","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8496132511572458","","","","","","","0.19989852858349255","","","","","","","7.172557830810547","","","","","","","0.18079866468906405","","","","","","",""
"lucky-sweep-4","","finished","-","","","2024-05-23T09:41:25.000Z","1139","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.8674161317106676","","","","","","","","","","","","","","","0.016411755942194687","","","","","","","","","","","","","","","","","","","","","","5.715615272521973","","","","","","","","","","","","","","","","","","","","","","0.1314539760351181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8674161317106676","","","","","","","0.016411755942194687","","","","","","","5.715615272521973","","","","","","","0.1314539760351181","","","","","","","0.3187156915664673","0","0.3187156915664673","","","","","","","","","800","0.8442751270726373","","","","","","","","0.2119440584791163","","","","","","","","7.359941482543945","","","","","","","","0.19021481275558472","","","","","","","","0.5621121525764465","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8442751270726373","","","","","","","0.2119440584791163","","","","","","","7.359941482543945","","","","","","","0.19021481275558472","","","","","","",""
"earnest-sweep-3","","finished","-","","","2024-05-23T09:22:43.000Z","1178","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.8803172113319998","","","","","","","","","","","","","","","0.04652098044002321","","","","","","","","","","","","","","","","","","","","","","5.742893695831299","","","","","","","","","","","","","","","","","","","","","","0.12560954689979553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8803172113319998","","","","","","","0.04652098044002321","","","","","","","5.742893695831299","","","","","","","0.12560954689979553","","","","","","","0.3142096698284149","0","0.3142096698284149","","","","","","","","","800","0.8208618253865486","","","","","","","","0.23471744329245867","","","","","","","","7.96727180480957","","","","","","","","0.2050781399011612","","","","","","","","0.5991753339767456","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8208618253865486","","","","","","","0.23471744329245867","","","","","","","7.96727180480957","","","","","","","0.2050781399011612","","","","","","",""
"peachy-sweep-2","","finished","-","","","2024-05-23T09:22:40.000Z","1122","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.8858434422583781","","","","","","","","","","","","","","","0.06725243532375821","","","","","","","","","","","","","","","","","","","","","","5.961716175079346","","","","","","","","","","","","","","","","","","","","","","0.1304849088191986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8858434422583781","","","","","","","0.06725243532375821","","","","","","","5.961716175079346","","","","","","","0.1304849088191986","","","","","","","0.25561392307281494","0","0.25561392307281494","","","","","","","","","800","0.8178878235691092","","","","","","","","0.23867080165855736","","","","","","","","7.871449947357178","","","","","","","","0.2233150452375412","","","","","","","","0.6643452048301697","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8178878235691092","","","","","","","0.23867080165855736","","","","","","","7.871449947357178","","","","","","","0.2233150452375412","","","","","","",""
"robust-sweep-1","","finished","-","","","2024-05-23T09:22:36.000Z","1127","1th fine tune","32","24h_10mmMAX_OI","5","50","80","1","bin","1","0","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","unet","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","0.8806225332418152","","","","","","","","","","","","","","","0.0441380727974183","","","","","","","","","","","","","","","","","","","","","","5.81069278717041","","","","","","","","","","","","","","","","","","","","","","0.12984724342823029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8806225332418152","","","","","","","0.0441380727974183","","","","","","","5.81069278717041","","","","","","","0.12984724342823029","","","","","","","0.28136685490608215","0","0.28136685490608215","","","","","","","","","800","0.8284735030132054","","","","","","","","0.23103871141530155","","","","","","","","7.972623825073242","","","","","","","","0.2017538845539093","","","","","","","","0.5845592021942139","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8284735030132054","","","","","","","0.23103871141530155","","","","","","","7.972623825073242","","","","","","","0.2017538845539093","","","","","","",""
