"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","case_study","dataset_size","epochs","epochs_fn","fine_tune","finetune_type","indx_thresh","input_path","lr","method","metric.goal","metric.name","n_bin","n_split","n_thresh","network_model","parameters.dataset_sizes","parameters.epochss","parameters.epochs_fns","parameters.fine_tunes","parameters.n_bins","parameters.n_splits","parameters.n_threshs","parameters.threshs","program","seed","temperature","thresh","Cape/test/AUC","Cape/test/ECE","Cape/test/KL","Cape/test/brierScore","Cape/test_metric/AUC 0.02","Cape/test_metric/AUC 0.12","Cape/test_metric/AUC 0.25","Cape/test_metric/AUC 0.50","Cape/test_metric/AUC 0.75","Cape/test_metric/AUC 1.00","Cape/test_metric/ECE 0.02","Cape/test_metric/ECE 0.12","Cape/test_metric/ECE 0.25","Cape/test_metric/ECE 0.50","Cape/test_metric/ECE 0.75","Cape/test_metric/ECE 1.00","Cape/test_metric/KL 0.02","Cape/test_metric/KL 0.12","Cape/test_metric/KL 0.25","Cape/test_metric/KL 0.50","Cape/test_metric/KL 0.75","Cape/test_metric/KL 1.00","Cape/test_metric/brierScore 0.02","Cape/test_metric/brierScore 0.12","Cape/test_metric/brierScore 0.25","Cape/test_metric/brierScore 0.50","Cape/test_metric/brierScore 0.75","Cape/test_metric/brierScore 1.00","Cape/train/BCE","Cape/train/CAPE","Cape/train/loss","Cape/val/AUC","Cape/val/ECE","Cape/val/KL","Cape/val/brierScore","Cape/val/loss","Cape/val_metric/AUC 0.02","Cape/val_metric/AUC 0.12","Cape/val_metric/AUC 0.25","Cape/val_metric/AUC 0.50","Cape/val_metric/AUC 0.75","Cape/val_metric/AUC 1.00","Cape/val_metric/ECE 0.02","Cape/val_metric/ECE 0.12","Cape/val_metric/ECE 0.25","Cape/val_metric/ECE 0.50","Cape/val_metric/ECE 0.75","Cape/val_metric/ECE 1.00","Cape/val_metric/KL 0.02","Cape/val_metric/KL 0.12","Cape/val_metric/KL 0.25","Cape/val_metric/KL 0.50","Cape/val_metric/KL 0.75","Cape/val_metric/KL 1.00","Cape/val_metric/brierScore 0.02","Cape/val_metric/brierScore 0.12","Cape/val_metric/brierScore 0.25","Cape/val_metric/brierScore 0.50","Cape/val_metric/brierScore 0.75","Cape/val_metric/brierScore 1.00","epoch","test/AUC","test/ECE","test/KL","test/brierScore","test_metric/AUC 0.02","test_metric/AUC 0.12","test_metric/AUC 0.25","test_metric/AUC 0.50","test_metric/AUC 0.75","test_metric/AUC 1.00","test_metric/ECE 0.02","test_metric/ECE 0.12","test_metric/ECE 0.25","test_metric/ECE 0.50","test_metric/ECE 0.75","test_metric/ECE 1.00","test_metric/KL 0.02","test_metric/KL 0.12","test_metric/KL 0.25","test_metric/KL 0.50","test_metric/KL 0.75","test_metric/KL 1.00","test_metric/brierScore 0.02","test_metric/brierScore 0.12","test_metric/brierScore 0.25","test_metric/brierScore 0.50","test_metric/brierScore 0.75","test_metric/brierScore 1.00","train/BCE","train/CAPE","train/loss","trainer/global_step","val/AUC","val/ECE","val/KL","val/brierScore","val/loss","val_metric/AUC 0.02","val_metric/AUC 0.12","val_metric/AUC 0.25","val_metric/AUC 0.50","val_metric/AUC 0.75","val_metric/AUC 1.00","val_metric/ECE 0.02","val_metric/ECE 0.12","val_metric/ECE 0.25","val_metric/ECE 0.50","val_metric/ECE 0.75","val_metric/ECE 1.00","val_metric/KL 0.02","val_metric/KL 0.12","val_metric/KL 0.25","val_metric/KL 0.50","val_metric/KL 0.75","val_metric/KL 1.00","val_metric/brierScore 0.02","val_metric/brierScore 0.12","val_metric/brierScore 0.25","val_metric/brierScore 0.50","val_metric/brierScore 0.75","val_metric/brierScore 1.00"
"legendary-sweep-5","finished","-","","","2024-06-09T14:55:55.000Z","1012","z6md2i1y","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","2","1","unet","","","","","","","","","","42","1","0.02","0.8899057312021977","0.008553325396221407","5.383954048156738","0.12299968302249908","0.8899057312021977","","","","","","0.008553325396221407","","","","","","5.383954048156738","","","","","","0.12299968302249908","","","","","","0.26486557722091675","0.26859939098358154","0.26673248410224915","0.8662062911604167","0.07945953322710474","5.312741756439209","0.15168561041355133","0.5540797114372253","0.8662062911604167","","","","","","0.07945953322710474","","","","","","5.312741756439209","","","","","","0.15168561041355133","","","","","","20","0.8863274771857366","0.037960856001483315","5.3753509521484375","0.12741440534591675","0.8863274771857366","","","","","","0.037960856001483315","","","","","","5.3753509521484375","","","","","","0.12741440534591675","","","","","","0.21444396674633023","0","0.10722198337316512","740","0.8610481216059139","0.11230889376673664","5.196749210357666","0.16328296065330505","0.6763971447944641","0.8610481216059139","","","","","","0.11230889376673664","","","","","","5.196749210357666","","","","","","0.16328296065330505","","","","",""
"divine-sweep-4","finished","-","","","2024-06-09T14:38:23.000Z","1044","z6md2i1y","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","1","1","unet","","","","","","","","","","42","1","0.5","0.8858578223418876","0.003454937630652428","1.2145419120788574","0.02732015959918499","","","","0.8858578223418876","","","","","","0.003454937630652428","","","","","","1.2145419120788574","","","","","","0.02732015959918499","","","0.059912048280239105","0.06662994623184204","0.06327100098133087","0.8545386147193827","0.02573883969804062","1.611846685409546","0.043912723660469055","0.17765122652053833","","","","0.8545386147193827","","","","","","0.02573883969804062","","","","","","1.611846685409546","","","","","","0.043912723660469055","","","20","0.8768700944410557","0.004227331976953184","1.2251617908477783","0.027665209025144577","","","","0.8768700944410557","","","","","","0.004227331976953184","","","","","","1.2251617908477783","","","","","","0.027665209025144577","","","0.059072092175483704","0","0.029536046087741852","740","0.8542624193536404","0.02921044932563505","1.5070364475250244","0.0464945062994957","0.2552105486392975","","","","0.8542624193536404","","","","","","0.02921044932563505","","","","","","1.5070364475250244","","","","","","0.0464945062994957","",""
"sandy-sweep-3","finished","-","","","2024-06-09T14:38:05.000Z","1078","z6md2i1y","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","1","1","unet","","","","","","","","","","42","1","0.02","0.8861783143435737","0.015112640693283658","5.510960578918457","0.1250952184200287","0.8861783143435737","","","","","","0.015112640693283658","","","","","","5.510960578918457","","","","","","0.1250952184200287","","","","","","0.33782175183296204","0.3400713801383972","0.3389465808868408","0.8768587809056329","0.034223455912033","5.421883583068848","0.13780438899993896","0.4395638108253479","0.8768587809056329","","","","","","0.034223455912033","","","","","","5.421883583068848","","","","","","0.13780438899993896","","","","","","20","0.8768367719094707","0.010891161742690624","5.566145896911621","0.13016441464424133","0.8768367719094707","","","","","","0.010891161742690624","","","","","","5.566145896911621","","","","","","0.13016441464424133","","","","","","0.2340929210186005","0","0.11704646050930025","740","0.8727767701273815","0.08544050605789294","4.999805927276611","0.14776450395584106","0.6128387451171875","0.8727767701273815","","","","","","0.08544050605789294","","","","","","4.999805927276611","","","","","","0.14776450395584106","","","","",""
"logical-sweep-2","finished","-","","","2024-06-09T14:08:08.000Z","1794","z6md2i1y","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","0","1","unet","","","","","","","","","","42","1","0.5","0.8854704609564934","0.0016172184153222795","1.1278270483016968","0.027043132111430168","","","","0.8854704609564934","","","","","","0.0016172184153222795","","","","","","1.1278270483016968","","","","","","0.027043132111430168","","","0.09490085393190384","0.09801970422267914","0.0964602828025818","0.8557561172585297","0.02520272991648458","1.622448444366455","0.044022057205438614","0.1853628605604172","","","","0.8557561172585297","","","","","","0.02520272991648458","","","","","","1.622448444366455","","","","","","0.044022057205438614","","","20","0.8723757231682322","0.002165281268234582","1.205644607543945","0.027558960020542145","","","","0.8723757231682322","","","","","","0.002165281268234582","","","","","","1.205644607543945","","","","","","0.027558960020542145","","","0.0706883892416954","0","0.0353441946208477","740","0.8476818783300727","0.031240268341658262","1.5668625831604004","0.047300927340984344","0.26011624932289124","","","","0.8476818783300727","","","","","","0.031240268341658262","","","","","","1.5668625831604004","","","","","","0.047300927340984344","",""
"legendary-sweep-1","finished","-","","","2024-06-09T14:08:08.000Z","1813","z6md2i1y","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","0","1","unet","","","","","","","","","","42","1","0.02","0.8825415096623703","0.025686455386475904","5.220367908477783","0.12456006556749344","0.8825415096623703","","","","","","0.025686455386475904","","","","","","5.220367908477783","","","","","","0.12456006556749344","","","","","","0.28716930747032166","0.2899271845817566","0.28854823112487793","0.8830746537007614","0.04992518354177836","5.0813679695129395","0.1352318525314331","0.437820166349411","0.8830746537007614","","","","","","0.04992518354177836","","","","","","5.0813679695129395","","","","","","0.1352318525314331","","","","","","20","0.8769802701757949","0.016822159768618075","5.2738800048828125","0.12703391909599304","0.8769802701757949","","","","","","0.016822159768618075","","","","","","5.2738800048828125","","","","","","0.12703391909599304","","","","","","0.24618391692638397","0","0.123091958463192","740","0.8798245312945685","0.08183534855837715","4.7922539710998535","0.1428605020046234","0.5110450387001038","0.8798245312945685","","","","","","0.08183534855837715","","","","","","4.7922539710998535","","","","","","0.1428605020046234","","","","",""
"glamorous-sweep-36","finished","-","","","2024-06-09T13:29:35.000Z","1112","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","8","1","unet","","","","","","","","","","42","1","1","0.9045161436039636","0.0004535862202062274","0.162750244140625","0.0037971159908920527","","","","","","0.9045161436039636","","","","","","0.0004535862202062274","","","","","","0.162750244140625","","","","","","0.0037971159908920527","0.023937035351991653","0.025812700390815735","0.024874867871403698","0.8985800474980428","0.0016801593996651702","0.25223034620285034","0.00596407987177372","0.029650326818227768","","","","","","0.8985800474980428","","","","","","0.0016801593996651702","","","","","","0.25223034620285034","","","","","","0.00596407987177372","20","0.9039165945374512","0.000513937455021167","0.14593690633773804","0.0037939376197755337","","","","","","0.9039165945374512","","","","","","0.000513937455021167","","","","","","0.14593690633773804","","","","","","0.0037939376197755337","0.012531048618257046","0","0.006265524309128523","740","0.8829441520309176","0.002954982558156686","0.240914523601532","0.006320478860288858","0.03235740587115288","","","","","","0.8829441520309176","","","","","","0.002954982558156686","","","","","","0.240914523601532","","","","","","0.006320478860288858"
"fearless-sweep-35","finished","-","","","2024-06-09T13:28:28.000Z","1088","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","8","1","unet","","","","","","","","","","42","1","0.75","0.898865936094447","0.0005605998107141898","0.3868348002433777","0.009404013864696026","","","","","0.898865936094447","","","","","","0.0005605998107141898","","","","","","0.3868348002433777","","","","","","0.009404013864696026","","0.036997824907302856","0.04138609766960144","0.03919196128845215","0.868766709207945","0.009501299697985272","0.6598395109176636","0.016701221466064453","0.07469683885574341","","","","","0.868766709207945","","","","","","0.009501299697985272","","","","","","0.6598395109176636","","","","","","0.016701221466064453","","20","0.8980272404145802","0.00290331611032447","0.439325898885727","0.00946283247321844","","","","","0.8980272404145802","","","","","","0.00290331611032447","","","","","","0.439325898885727","","","","","","0.00946283247321844","","0.022500788792967796","0","0.011250394396483898","740","0.866305253605534","0.011388639671730007","0.6541107296943665","0.019252480939030647","0.1380544155836105","","","","","0.866305253605534","","","","","","0.011388639671730007","","","","","","0.6541107296943665","","","","","","0.019252480939030647",""
"robust-sweep-34","finished","-","","","2024-06-09T13:13:53.000Z","937","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","8","1","unet","","","","","","","","","","42","1","0.25","0.8618907990347073","0.003359829538915192","2.367634534835815","0.05620582401752472","","","0.8618907990347073","","","","","","0.003359829538915192","","","","","","2.367634534835815","","","","","","0.05620582401752472","","","","0.16952165961265564","0.17241057753562927","0.17096611857414246","0.8494821651889147","0.040259357311298094","3.163856506347656","0.08594836294651031","0.3119797706604004","","","0.8494821651889147","","","","","","0.040259357311298094","","","","","","3.163856506347656","","","","","","0.08594836294651031","","","","20","0.8502798625477105","0.007065260046863825","2.523422956466675","0.057558558881282806","","","0.8502798625477105","","","","","","0.007065260046863825","","","","","","2.523422956466675","","","","","","0.057558558881282806","","","","0.16294698417186737","0","0.08147349208593369","740","0.8545097640830969","0.05580630737362948","3.0342652797698975","0.08981768786907196","0.4113292098045349","","","0.8545097640830969","","","","","","0.05580630737362948","","","","","","3.0342652797698975","","","","","","0.08981768786907196","","",""
"breezy-sweep-33","finished","-","","","2024-06-09T13:12:46.000Z","935","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","8","1","unet","","","","","","","","","","42","1","0.125","0.8485270197596695","0.009331258495941273","3.995821952819824","0.09060944616794586","","0.8485270197596695","","","","","","0.009331258495941273","","","","","","3.995821952819824","","","","","","0.09060944616794586","","","","","0.26066869497299194","0.2643653154373169","0.2625170052051544","0.8637133544835606","0.025870668192898703","4.594803333282471","0.11396272480487823","0.3974494338035583","","0.8637133544835606","","","","","","0.025870668192898703","","","","","","4.594803333282471","","","","","","0.11396272480487823","","","","","20","0.8434741480306396","0.013700217678400184","4.065118312835693","0.091757670044899","","0.8434741480306396","","","","","","0.013700217678400184","","","","","","4.065118312835693","","","","","","0.091757670044899","","","","","0.2240031659603119","0","0.11200158298015594","740","0.8645546863117413","0.06212556772506108","4.161635875701904","0.1174769252538681","0.5307366251945496","","0.8645546863117413","","","","","","0.06212556772506108","","","","","","4.161635875701904","","","","","","0.1174769252538681","","","",""
"noble-sweep-32","finished","-","","","2024-06-09T12:57:03.000Z","1005","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","7","1","unet","","","","","","","","","","42","1","1","0.9043955428410188","0.00046991304814020897","0.1535205990076065","0.0036158778239041567","","","","","","0.9043955428410188","","","","","","0.00046991304814020897","","","","","","0.1535205990076065","","","","","","0.0036158778239041567","0.02463006041944027","0.026946216821670532","0.025788139551877975","0.8916634907083105","0.0022006467189606693","0.2614176273345947","0.006231455132365227","0.03135654702782631","","","","","","0.8916634907083105","","","","","","0.0022006467189606693","","","","","","0.2614176273345947","","","","","","0.006231455132365227","20","0.9027027932113776","0.00022019148076237428","0.14468717575073242","0.0036140410229563713","","","","","","0.9027027932113776","","","","","","0.00022019148076237428","","","","","","0.14468717575073242","","","","","","0.0036140410229563713","0.012513814494013786","0","0.006256907247006893","740","0.8709366765453875","0.0035899906705684367","0.2491484433412552","0.007028250023722649","0.03646231070160866","","","","","","0.8709366765453875","","","","","","0.0035899906705684367","","","","","","0.2491484433412552","","","","","","0.007028250023722649"
"youthful-sweep-31","finished","-","","","2024-06-09T12:54:34.000Z","1085","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","7","1","unet","","","","","","","","","","42","1","0.75","0.8984930408943985","0.000876589828322096","0.4076745808124542","0.009506290778517725","","","","","0.8984930408943985","","","","","","0.000876589828322096","","","","","","0.4076745808124542","","","","","","0.009506290778517725","","0.04352657496929169","0.04769636690616608","0.04561147093772888","0.8763584555771167","0.007490594870327069","0.642427921295166","0.016726696863770485","0.07406073808670044","","","","","0.8763584555771167","","","","","","0.007490594870327069","","","","","","0.642427921295166","","","","","","0.016726696863770485","","20","0.8907790418959527","0.001091923908973592","0.4120355546474457","0.009583624079823494","","","","","0.8907790418959527","","","","","","0.001091923908973592","","","","","","0.4120355546474457","","","","","","0.009583624079823494","","0.022715196013450623","0","0.011357598006725311","740","0.8703648941818828","0.011209611848827385","0.6583806872367859","0.01996471919119358","0.12362144887447356","","","","","0.8703648941818828","","","","","","0.011209611848827385","","","","","","0.6583806872367859","","","","","","0.01996471919119358",""
"dark-sweep-30","finished","-","","","2024-06-09T12:40:14.000Z","1005","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","7","1","unet","","","","","","","","","","42","1","0.25","0.8582178979025379","0.006755165852764143","2.6254327297210693","0.06051149591803551","","","0.8582178979025379","","","","","","0.006755165852764143","","","","","","2.6254327297210693","","","","","","0.06051149591803551","","","","0.19478526711463928","0.1970837116241455","0.1959344893693924","0.8625616580272604","0.01977741296499342","3.316040515899658","0.08136111497879028","0.28499576449394226","","","0.8625616580272604","","","","","","0.01977741296499342","","","","","","3.316040515899658","","","","","","0.08136111497879028","","","","20","0.8429839204888592","0.013917589930622755","2.85181188583374","0.06245938688516617","","","0.8429839204888592","","","","","","0.013917589930622755","","","","","","2.85181188583374","","","","","","0.06245938688516617","","","","0.13055244088172913","0","0.06527622044086456","740","0.8622856810834841","0.04725785722969476","2.989346981048584","0.08567800372838974","0.385840505361557","","","0.8622856810834841","","","","","","0.04725785722969476","","","","","","2.989346981048584","","","","","","0.08567800372838974","","",""
"stellar-sweep-29","finished","-","","","2024-06-09T12:39:07.000Z","919","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","7","1","unet","","","","","","","","","","42","1","0.125","0.844847883655824","0.01283946811825842","4.126698970794678","0.09661749005317688","","0.844847883655824","","","","","","0.01283946811825842","","","","","","4.126698970794678","","","","","","0.09661749005317688","","","","","0.27208349108695984","0.2747034430503845","0.273393452167511","0.8633000966882188","0.031030744346731413","4.635810375213623","0.1148134618997574","0.4431231915950775","","0.8633000966882188","","","","","","0.031030744346731413","","","","","","4.635810375213623","","","","","","0.1148134618997574","","","","","20","0.8451332754919745","0.009569626440519872","4.2185750007629395","0.0960177481174469","","0.8451332754919745","","","","","","0.009569626440519872","","","","","","4.2185750007629395","","","","","","0.0960177481174469","","","","","0.20287558436393735","0","0.10143779218196868","740","0.8613040334110054","0.06824959042538845","4.178947448730469","0.12004224956035614","0.5684245824813843","","0.8613040334110054","","","","","","0.06824959042538845","","","","","","4.178947448730469","","","","","","0.12004224956035614","","","",""
"grateful-sweep-28","finished","-","","","2024-06-09T12:23:30.000Z","998","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","6","1","unet","","","","","","","","","","42","1","1","0.9039872193144052","0.0006159975778574095","0.18438373506069183","0.004267231561243534","","","","","","0.9039872193144052","","","","","","0.0006159975778574095","","","","","","0.18438373506069183","","","","","","0.004267231561243534","0.02019711397588253","0.02257288061082363","0.02138499729335308","0.8680531943323786","0.002343334409346853","0.23036356270313263","0.006176302209496498","0.03345797583460808","","","","","","0.8680531943323786","","","","","","0.002343334409346853","","","","","","0.23036356270313263","","","","","","0.006176302209496498","20","0.9036686529425636","0.0001586752947431411","0.17273426055908203","0.004284017253667116","","","","","","0.9036686529425636","","","","","","0.0001586752947431411","","","","","","0.17273426055908203","","","","","","0.004284017253667116","0.015742938965559006","0","0.007871469482779503","740","0.8657002374701167","0.004126314012317109","0.2524825930595398","0.006462723482400179","0.03449871391057968","","","","","","0.8657002374701167","","","","","","0.004126314012317109","","","","","","0.2524825930595398","","","","","","0.006462723482400179"
"usual-sweep-27","finished","-","","","2024-06-09T12:21:01.000Z","1081","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","6","1","unet","","","","","","","","","","42","1","0.75","0.8927797322797023","0.0016495089226186545","0.4575701355934143","0.01077493652701378","","","","","0.8927797322797023","","","","","","0.0016495089226186545","","","","","","0.4575701355934143","","","","","","0.01077493652701378","","0.0356045626103878","0.03956799581646919","0.0375862792134285","0.8759441697067889","0.007043743831547783","0.6299704909324646","0.016398515552282333","0.07363442331552505","","","","","0.8759441697067889","","","","","","0.007043743831547783","","","","","","0.6299704909324646","","","","","","0.016398515552282333","","20","0.8893922382006666","0.0034994347253906157","0.4669432044029236","0.011100485920906069","","","","","0.8893922382006666","","","","","","0.0034994347253906157","","","","","","0.4669432044029236","","","","","","0.011100485920906069","","0.02428718283772469","0","0.012143591418862345","740","0.879630939370786","0.009532315306992216","0.6213265657424927","0.017758728936314583","0.07968971133232117","","","","","0.879630939370786","","","","","","0.009532315306992216","","","","","","0.6213265657424927","","","","","","0.017758728936314583",""
"spring-sweep-26","finished","-","","","2024-06-09T12:05:09.000Z","1093","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","6","1","unet","","","","","","","","","","42","1","0.25","0.8734686463594954","0.01110874738284436","2.6716725826263428","0.06497446447610855","","","0.8734686463594954","","","","","","0.01110874738284436","","","","","","2.6716725826263428","","","","","","0.06497446447610855","","","","0.13801756501197815","0.143238365650177","0.14062796533107758","0.8659023667114449","0.05217372161421974","2.869025230407715","0.08452802896499634","0.2902074456214905","","","0.8659023667114449","","","","","","0.05217372161421974","","","","","","2.869025230407715","","","","","","0.08452802896499634","","","","20","0.8810021172096024","0.009220065738299352","2.659217834472656","0.0640932023525238","","","0.8810021172096024","","","","","","0.009220065738299352","","","","","","2.659217834472656","","","","","","0.0640932023525238","","","","0.11194896697998048","0","0.055974483489990234","740","0.8643088202035668","0.058884306783618105","2.9060447216033936","0.08837827295064926","0.3104819059371948","","","0.8643088202035668","","","","","","0.058884306783618105","","","","","","2.9060447216033936","","","","","","0.08837827295064926","","",""
"astral-sweep-25","finished","-","","","2024-06-09T12:01:48.000Z","1148","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","6","1","unet","","","","","","","","","","42","1","0.125","0.880084226156013","0.023628621967919105","3.775710105895996","0.09539873898029327","","0.880084226156013","","","","","","0.023628621967919105","","","","","","3.775710105895996","","","","","","0.09539873898029327","","","","","0.2046044319868088","0.20916669070720673","0.20688556134700775","0.8711628208515567","0.06399566619862773","3.9946234226226807","0.11475872993469238","0.3712620437145233","","0.8711628208515567","","","","","","0.06399566619862773","","","","","","3.9946234226226807","","","","","","0.11475872993469238","","","","","20","0.8787563689141309","0.013480329377613369","3.99611759185791","0.0953211784362793","","0.8787563689141309","","","","","","0.013480329377613369","","","","","","3.99611759185791","","","","","","0.0953211784362793","","","","","0.1602134108543396","0","0.0801067054271698","740","0.8696674642420364","0.08170378685226456","3.933420658111572","0.1202196478843689","0.4093054234981537","","0.8696674642420364","","","","","","0.08170378685226456","","","","","","3.933420658111572","","","","","","0.1202196478843689","","","",""
"pretty-sweep-24","finished","-","","","2024-06-09T11:46:56.000Z","1085","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","5","1","unet","","","","","","","","","","42","1","1","0.9088029322708904","0.0003797252272917632","0.19110772013664248","0.004553678911179304","","","","","","0.9088029322708904","","","","","","0.0003797252272917632","","","","","","0.19110772013664248","","","","","","0.004553678911179304","0.018988823518157005","0.02010451629757881","0.019546668976545337","0.8803060051677921","0.003104342703662927","0.25087490677833557","0.005891839042305946","0.03091973438858986","","","","","","0.8803060051677921","","","","","","0.003104342703662927","","","","","","0.25087490677833557","","","","","","0.005891839042305946","20","0.9072657109551266","0.0003700666817131722","0.18640755116939545","0.004550309386104345","","","","","","0.9072657109551266","","","","","","0.0003700666817131722","","","","","","0.18640755116939545","","","","","","0.004550309386104345","0.01736520417034626","0","0.00868260208517313","740","0.8780263758996346","0.00366572164269498","0.2538934350013733","0.006920506712049246","0.03404330089688301","","","","","","0.8780263758996346","","","","","","0.00366572164269498","","","","","","0.2538934350013733","","","","","","0.006920506712049246"
"silvery-sweep-23","finished","-","","","2024-06-09T11:43:30.000Z","1093","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","5","1","unet","","","","","","","","","","42","1","0.75","0.8991744345605255","0.0008904763877687998","0.4615336060523987","0.011154420673847198","","","","","0.8991744345605255","","","","","","0.0008904763877687998","","","","","","0.4615336060523987","","","","","","0.011154420673847198","","0.041321609169244766","0.044479452073574066","0.042900532484054565","0.8764175969700703","0.007882133249103435","0.6424984335899353","0.016625922173261642","0.07342907041311264","","","","","0.8764175969700703","","","","","","0.007882133249103435","","","","","","0.6424984335899353","","","","","","0.016625922173261642","","20","0.8986486506900074","0.0015042174279943997","0.49067363142967224","0.011154471896588802","","","","","0.8986486506900074","","","","","","0.0015042174279943997","","","","","","0.49067363142967224","","","","","","0.011154471896588802","","0.032547563314437866","0","0.016273781657218933","740","0.8701458440530219","0.00922723085904252","0.6351265907287598","0.018975848332047462","0.13714967668056488","","","","","0.8701458440530219","","","","","","0.00922723085904252","","","","","","0.6351265907287598","","","","","","0.018975848332047462",""
"desert-sweep-22","finished","-","","","2024-06-09T11:30:48.000Z","964","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","5","1","unet","","","","","","","","","","42","1","0.25","0.8640883402197679","0.011025375713180092","2.520259380340576","0.06178906559944153","","","0.8640883402197679","","","","","","0.011025375713180092","","","","","","2.520259380340576","","","","","","0.06178906559944153","","","","0.172930046916008","0.17667070031166077","0.17480036616325378","0.8550919623707892","0.02952403344449477","3.3036839962005615","0.084058478474617","0.3234977424144745","","","0.8550919623707892","","","","","","0.02952403344449477","","","","","","3.3036839962005615","","","","","","0.084058478474617","","","","20","0.8562585236825131","0.016097775420036032","2.5091769695281982","0.06267381459474564","","","0.8562585236825131","","","","","","0.016097775420036032","","","","","","2.5091769695281982","","","","","","0.06267381459474564","","","","0.15307945013046265","0","0.07653972506523132","740","0.8678663907985088","0.0443087220676516","2.945560932159424","0.08374746888875961","0.426721453666687","","","0.8678663907985088","","","","","","0.0443087220676516","","","","","","2.945560932159424","","","","","","0.08374746888875961","","",""
"clean-sweep-21","finished","-","","","2024-06-09T11:27:27.000Z","955","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","5","1","unet","","","","","","","","","","42","1","0.125","0.8618746586560148","0.015310451530178754","3.876035690307617","0.0923713818192482","","0.8618746586560148","","","","","","0.015310451530178754","","","","","","3.876035690307617","","","","","","0.0923713818192482","","","","","0.2039366066455841","0.20777098834514615","0.20585379004478457","0.8533793907741499","0.039562037635463815","4.540715217590332","0.11810728907585144","0.4056872427463531","","0.8533793907741499","","","","","","0.039562037635463815","","","","","","4.540715217590332","","","","","","0.11810728907585144","","","","","20","0.8584835077783415","0.012841215120207049","4.104515552520752","0.0930299162864685","","0.8584835077783415","","","","","","0.012841215120207049","","","","","","4.104515552520752","","","","","","0.0930299162864685","","","","","0.22092796862125397","0","0.11046398431062698","740","0.8470334773614093","0.07557061656364686","4.2904052734375","0.12707649171352386","0.5075929164886475","","0.8470334773614093","","","","","","0.07557061656364686","","","","","","4.2904052734375","","","","","","0.12707649171352386","","","",""
"misty-sweep-20","finished","-","","","2024-06-09T11:13:14.000Z","1049","ygdfik2d","32","RYDL","1500","50","20","1","bin","1","/home/students/s265780/data/RYDL","0.0001","","","","20","4","1","unet","","","","","","","","","","42","1","1","0.9004518251932557","0.00026559465146197585","0.17462976276874542","0.004175842739641666","","","","","","0.9004518251932557","","","","","","0.00026559465146197585","","","","","","0.17462976276874542","","","","","","0.004175842739641666","0.018889421597123143","0.02054157480597496","0.019715499132871628","0.8926521649668234","0.0024035193268518843","0.27517321705818176","0.006185916252434254","0.030864663422107697","","","","","","0.8926521649668234","","","","","","0.0024035193268518843","","","","","","0.27517321705818176","","","","","","0.006185916252434254","20","0.8993139467229684","0.00039568933848856385","0.16358493268489838","0.004181256517767906","","","","","","0.8993139467229684","","","","","","0.00039568933848856385","","","","","","0.16358493268489838","","","","","","0.004181256517767906","0.018185913562774655","0","0.009092956781387327","740","0.8760814200224855","0.004150769064732931","0.26417312026023865","0.00693639786913991","0.03502979502081871","","","","","","0.8760814200224855","","","","","","0.004150769064732931","","","","","","0.26417312026023865","","","","","","0.00693639786913991"
