"Name","Created","Runtime","End Time","ID","Notes","Updated","Tags","n_split","test/AUC","test/ECE","test/KL","test/brierScore","test_metric/AUC 1","test_metric/ECE 1","test_metric/KL 1","test_metric/brierScore 1","train/BCE","train/CAPE","train/loss","val/AUC","val/ECE","val/KL","val/brierScore","val/loss","val_metric/AUC 1","val_metric/ECE 1","val_metric/KL 1","val_metric/brierScore 1","Agent","State","User","Group","Job Type","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","batch_size","case_study","code_version","epochs","epochs_fn","fine_tune","finetune_type","forward_passes","indx_thresh","input_path","lr","lr1","lr2","mcdropout","method","metric.goal","metric.name","model_1_hparams.batch_size","model_1_hparams.case_study","model_1_hparams.epochs","model_1_hparams.input_path","model_1_hparams.lr","model_1_hparams.lr1","model_1_hparams.lr2","model_1_hparams.n_split","model_1_hparams.network_model","model_1_hparams.output_path","model_1_hparams.seed","model_1_hparams.sigmoid_threshold","model_1_hparams.split_idx","model_1_hparams.where_threshold","model_1_hparams.where_threshold_H","model_1_hparams.where_threshold_L","model_1_params.cnn.d11.bias","model_1_params.cnn.d11.weight","model_1_params.cnn.d12.bias","model_1_params.cnn.d12.weight","model_1_params.cnn.d21.bias","model_1_params.cnn.d21.weight","model_1_params.cnn.d22.bias","model_1_params.cnn.d22.weight","model_1_params.cnn.d31.bias","model_1_params.cnn.d31.weight","model_1_params.cnn.d32.bias","model_1_params.cnn.d32.weight","model_1_params.cnn.d41.bias","model_1_params.cnn.d41.weight","model_1_params.cnn.d42.bias","model_1_params.cnn.d42.weight","model_1_params.cnn.e11.bias","model_1_params.cnn.e11.weight","model_1_params.cnn.e12.bias","model_1_params.cnn.e12.weight","model_1_params.cnn.e21.bias","model_1_params.cnn.e21.weight","model_1_params.cnn.e22.bias","model_1_params.cnn.e22.weight","model_1_params.cnn.e31.bias","model_1_params.cnn.e31.weight","model_1_params.cnn.e32.bias","model_1_params.cnn.e32.weight","model_1_params.cnn.e41.bias","model_1_params.cnn.e41.weight","model_1_params.cnn.e42.bias","model_1_params.cnn.e42.weight","model_1_params.cnn.e51.bias","model_1_params.cnn.e51.weight","model_1_params.cnn.e52.bias","model_1_params.cnn.e52.weight","model_1_params.cnn.outconv.bias","model_1_params.cnn.outconv.weight","model_1_params.cnn.upconv1.bias","model_1_params.cnn.upconv1.weight","model_1_params.cnn.upconv2.bias","model_1_params.cnn.upconv2.weight","model_1_params.cnn.upconv3.bias","model_1_params.cnn.upconv3.weight","model_1_params.cnn.upconv4.bias","model_1_params.cnn.upconv4.weight","n_splt","n_thresh","network_model","output_path","parameters.epochss","parameters.epochs_fns","parameters.fine_tunes","parameters.indx_threshs","parameters.n_splits","parameters.n_threshs","program","seed","sigmoid_threshold","split_idx","where_threshold","where_threshold_H","where_threshold_L","Brier score 1 mm","Brier score 10 mm","Brier score 100 mm","Brier score 150 mm","Brier score 20 mm","Brier score 5 mm","Brier score 50 mm","ECE 1 mm","ECE 10 mm","ECE 100 mm","ECE 150 mm","ECE 20 mm","ECE 5 mm","ECE 50 mm","KL 1 mm","KL 10 mm","KL 100 mm","KL 150 mm","KL 20 mm","KL 5 mm","KL 50 mm","MCD_csi_1.0","MCD_csi_10.0","MCD_csi_100.0","MCD_csi_150.0","MCD_csi_20.0","MCD_csi_5.0","MCD_csi_50.0","MCD_ets_1.0","MCD_ets_10.0","MCD_ets_100.0","MCD_ets_150.0","MCD_ets_20.0","MCD_ets_5.0","MCD_ets_50.0","MCD_freqbias_1.0","MCD_freqbias_10.0","MCD_freqbias_100.0","MCD_freqbias_150.0","MCD_freqbias_20.0","MCD_freqbias_5.0","MCD_freqbias_50.0","MSEp_loss","epoch","lr-Adam","rmse NWP 0","rmse NWP 1","rmse NWP 2","rmse NWP 3","test rmse","test variance","test/AUC 1","test/AUC 1.0","test/AUC 10","test/AUC 10.0","test/AUC 100","test/AUC 100.0","test/AUC 150","test/AUC 150.0","test/AUC 20","test/AUC 20.0","test/AUC 5","test/AUC 5.0","test/AUC 50","test/AUC 50.0","test/ECE 1","test/ECE 1 mm","test/ECE 1.0","test/ECE 10","test/ECE 10 mm","test/ECE 10.0","test/ECE 100","test/ECE 100 mm","test/ECE 100.0","test/ECE 150","test/ECE 150 mm","test/ECE 150.0","test/ECE 20","test/ECE 20 mm","test/ECE 20.0","test/ECE 5","test/ECE 5 mm","test/ECE 5.0","test/ECE 50","test/ECE 50 mm","test/ECE 50.0","test/KL 1","test/KL 1 mm","test/KL 1.0","test/KL 10","test/KL 10 mm","test/KL 10.0","test/KL 100","test/KL 100 mm","test/KL 100.0","test/KL 150","test/KL 150 mm","test/KL 150.0","test/KL 20","test/KL 20 mm","test/KL 20.0","test/KL 5","test/KL 5 mm","test/KL 5.0","test/KL 50","test/KL 50 mm","test/KL 50.0","test/brierScore 1","test/brierScore 1.0","test/brierScore 10","test/brierScore 10.0","test/brierScore 100","test/brierScore 100.0","test/brierScore 150","test/brierScore 150.0","test/brierScore 20","test/brierScore 20.0","test/brierScore 5","test/brierScore 5.0","test/brierScore 50","test/brierScore 50.0","test_MSEp","test_csi_1.0","test_csi_10.0","test_csi_100.0","test_csi_150.0","test_csi_20.0","test_csi_5.0","test_csi_50.0","test_ets_1.0","test_ets_10.0","test_ets_100.0","test_ets_150.0","test_ets_20.0","test_ets_5.0","test_ets_50.0","test_freqbias_1.0","test_freqbias_10.0","test_freqbias_100.0","test_freqbias_150.0","test_freqbias_20.0","test_freqbias_5.0","test_freqbias_50.0","test_iou","test_iou_H","test_iou_L","test_iou_LH","test_loss_segm","test_metric/AUC 10","test_metric/AUC 100","test_metric/AUC 150","test_metric/AUC 20","test_metric/AUC 5","test_metric/AUC 50","test_metric/ECE 10","test_metric/ECE 100","test_metric/ECE 150","test_metric/ECE 20","test_metric/ECE 5","test_metric/ECE 50","test_metric/KL 10","test_metric/KL 100","test_metric/KL 150","test_metric/KL 20","test_metric/KL 5","test_metric/KL 50","test_metric/brierScore 10","test_metric/brierScore 100","test_metric/brierScore 150","test_metric/brierScore 20","test_metric/brierScore 5","test_metric/brierScore 50","train_CrossEntropyloss","train_L1loss","train_brier_score","train_loss","train_loss_2","train_loss_regr","train_loss_segm","train_rmse","trainer/global_step","val/AUC 1","val/AUC 10","val/AUC 100","val/AUC 150","val/AUC 20","val/AUC 5","val/AUC 50","val/ECE 1","val/ECE 10","val/ECE 100","val/ECE 150","val/ECE 20","val/ECE 5","val/ECE 50","val/KL 1","val/KL 10","val/KL 100","val/KL 150","val/KL 20","val/KL 5","val/KL 50","val/brierScore 1","val/brierScore 10","val/brierScore 100","val/brierScore 150","val/brierScore 20","val/brierScore 5","val/brierScore 50","val_IntOverUnion","val_csi_1.0","val_csi_10.0","val_csi_100.0","val_csi_150.0","val_csi_20.0","val_csi_5.0","val_csi_50.0","val_ets_1.0","val_ets_10.0","val_ets_100.0","val_ets_150.0","val_ets_20.0","val_ets_5.0","val_ets_50.0","val_freqbias_1.0","val_freqbias_10.0","val_freqbias_100.0","val_freqbias_150.0","val_freqbias_20.0","val_freqbias_5.0","val_freqbias_50.0","val_iou","val_loss","val_loss_2","val_loss_segm","val_metric/AUC 10","val_metric/AUC 100","val_metric/AUC 150","val_metric/AUC 20","val_metric/AUC 5","val_metric/AUC 50","val_metric/ECE 10","val_metric/ECE 100","val_metric/ECE 150","val_metric/ECE 20","val_metric/ECE 5","val_metric/ECE 50","val_metric/KL 10","val_metric/KL 100","val_metric/KL 150","val_metric/KL 20","val_metric/KL 5","val_metric/KL 50","val_metric/brierScore 10","val_metric/brierScore 100","val_metric/brierScore 150","val_metric/brierScore 20","val_metric/brierScore 5","val_metric/brierScore 50","val_rmse"
"breezy-sweep-45","2024-05-27T11:13:09.000Z","940","2024-05-27T11:28:49.000Z","dstof8b1","-","2024-05-27T11:28:49.000Z","","8","0.9865725540211558","0.0019179517856381485","0.46561363339424133","0.011603732593357565","","","","","0.02330083958804607","0.04609883949160576","0.03469983860850334","0.8804316378289101","0.00028346386538557957","0.013244002126157284","0.00028821281739510596","0.0019291184144094584","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9865725540211558","","","","","","0.0019179517856381485","","","","","","0.46561363339424133","","","","","","0.011603732593357565","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8804316378289101","","","","","","0.00028346386538557957","","","","","","0.013244002126157284","","","","","","0.00028821281739510596",""
"dutiful-sweep-44","2024-05-27T11:12:36.000Z","1032","2024-05-27T11:29:48.000Z","dh9ptub0","-","2024-05-27T11:29:48.000Z","","7","0.9860795385933412","0.005799106423873811","0.5355750322341919","0.012110610492527483","","","","","0.01502278447151184","0.04295613616704941","0.028989460319280624","0.5041811212063452","0.0002250603635025873","0.006404726300388575","0.00013818916340824217","0.0014743130886927247","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9860795385933412","","","","","","0.005799106423873811","","","","","","0.5355750322341919","","","","","","0.012110610492527483","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5041811212063452","","","","","","0.0002250603635025873","","","","","","0.006404726300388575","","","","","","0.00013818916340824217",""
"sweepy-sweep-43","2024-05-27T11:00:21.000Z","950","2024-05-27T11:16:11.000Z","a6vxvspo","-","2024-05-27T11:16:11.000Z","","6","0.9917983000607448","0.014009740671086488","0.455180287361145","0.013596171513199806","","","","","0.020111091434955597","0.04273860901594162","0.03142485022544861","0.984329318516636","0.0001379794123837074","0.010449325665831566","0.0002383185492362827","0.001561695709824562","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9917983000607448","","","","","","0.014009740671086488","","","","","","0.455180287361145","","","","","","0.013596171513199806","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.984329318516636","","","","","","0.0001379794123837074","","","","","","0.010449325665831566","","","","","","0.0002383185492362827",""
"trim-sweep-42","2024-05-27T10:59:57.000Z","953","2024-05-27T11:15:50.000Z","zbw28vw4","-","2024-05-27T11:15:50.000Z","","5","0.9828004580487324","0.005545385661428563","0.4262483417987823","0.01001508068293333","","","","","0.027849845588207245","0.050478070974349976","0.03916395828127861","0.7738176955064601","0.00010391257781124468","0.009628375060856342","0.0002705710066948086","0.0022159582003951073","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9828004580487324","","","","","","0.005545385661428563","","","","","","0.4262483417987823","","","","","","0.01001508068293333","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7738176955064601","","","","","","0.00010391257781124468","","","","","","0.009628375060856342","","","","","","0.0002705710066948086",""
"rose-sweep-41","2024-05-27T10:55:57.000Z","1026","2024-05-27T11:13:03.000Z","2nev5muv","-","2024-05-27T11:13:03.000Z","","4","0.9914045360207524","0.014280366010871504","0.8041218519210815","0.019201863557100296","","","","","0.02220086380839348","0.04192504286766052","0.03206295520067215","0.49020463687731664","0.00036198831357339624","0.009499174542725086","0.00026058166986331344","0.0030768848955631256","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9914045360207524","","","","","","0.014280366010871504","","","","","","0.8041218519210815","","","","","","0.019201863557100296","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49020463687731664","","","","","","0.00036198831357339624","","","","","","0.009499174542725086","","","","","","0.00026058166986331344",""
"crisp-sweep-40","2024-05-27T10:55:21.000Z","1029","2024-05-27T11:12:30.000Z","fbo6nf1p","-","2024-05-27T11:12:30.000Z","","3","0.98809121992067","0.00012896741819011474","0.22126246988773343","0.005191329400986433","","","","","0.01901175826787949","0.04319969192147255","0.031105725094676014","0.7528149644003381","0.000267737859443762","0.013069807551801205","0.0003092526749242097","0.002233730396255851","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.98809121992067","","","","","","0.00012896741819011474","","","","","","0.22126246988773343","","","","","","0.005191329400986433","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7528149644003381","","","","","","0.000267737859443762","","","","","","0.013069807551801205","","","","","","0.0003092526749242097",""
"silver-sweep-39","2024-05-27T10:44:57.000Z","918","2024-05-27T11:00:15.000Z","9wcwc036","-","2024-05-27T11:00:15.000Z","","2","0.9770652909435016","0.002675985011487278","0.45246121287345886","0.010022764094173908","","","","","0.04724264144897461","0.059605371206998825","0.053424008190631866","0.7332882431596993","0.0002857972990409892","0.013523689471185207","0.0003270696906838566","0.0024375845678150654","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9770652909435016","","","","","","0.002675985011487278","","","","","","0.45246121287345886","","","","","","0.010022764094173908","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7332882431596993","","","","","","0.0002857972990409892","","","","","","0.013523689471185207","","","","","","0.0003270696906838566",""
"different-sweep-38","2024-05-27T10:43:35.000Z","974","2024-05-27T10:59:49.000Z","56hy0e0b","-","2024-05-27T10:59:49.000Z","","1","0.9897121027238834","0.00025651700105930927","0.09735135734081268","0.0021310988813638687","","","","","0.030459817498922348","0.04808136820793152","0.03927059471607208","0.681507610203096","0.00027659625723636686","0.010676048696041107","0.00022808718495070937","0.0017384183593094349","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9897121027238834","","","","","","0.00025651700105930927","","","","","","0.09735135734081268","","","","","","0.0021310988813638687","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.681507610203096","","","","","","0.00027659625723636686","","","","","","0.010676048696041107","","","","","","0.00022808718495070937",""
"exalted-sweep-37","2024-05-27T10:40:25.000Z","923","2024-05-27T10:55:48.000Z","cdd6fidk","-","2024-05-27T10:55:48.000Z","","0","0.9824842033612452","0.0037138206279515545","0.311671644449234","0.008489260450005531","","","","","0.04044591262936592","0.05510813370347023","0.04777702316641808","0.8263629800183259","0.00020666356353956673","0.011793691664934158","0.0002837277133949101","0.002017546445131302","","","","","","finished","","","","1 th fine tune","jupyter-s265780","","56737e2781ab3fa742bb35caad9da4e3a9a424d0","","","","32","24h_10mmMAX_OI","5","50","50","1","bin","1","4","/home/students/s265780/data/24h_10mmMAX_OI","0.0001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","unet","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9824842033612452","","","","","","0.0037138206279515545","","","","","","0.311671644449234","","","","","","0.008489260450005531","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8263629800183259","","","","","","0.00020666356353956673","","","","","","0.011793691664934158","","","","","","0.0002837277133949101",""
