model,split,RMSE,repetition,date,isintense
sde_unet_small,0,2.470179796218872,1,20210831,0
sde_unet_small,0,5.371254920959473,1,20200420,1
sde_unet_small,0,2.7070670127868652,1,20190405,0
sde_unet_small,0,2.604578971862793,1,20200427,0
sde_unet_small,0,9.382020950317383,1,20201026,0
sde_unet_small,0,6.7246479988098145,1,20230430,1
sde_unet_small,0,5.589844226837158,1,20201204,1
sde_unet_small,0,2.5901596546173096,1,20200202,1
sde_unet_small,0,28.687448501586914,1,20191021,1
sde_unet_small,0,4.395294189453125,2,20210101,0
sde_unet_small,0,6.696597576141357,2,20190822,0
sde_unet_small,0,12.231000900268555,2,20230828,1
sde_unet_small,0,13.868688583374023,2,20181029,1
sde_unet_small,0,2.68424916267395,2,20180613,0
sde_unet_small,0,7.098926544189453,2,20191220,1
sde_unet_small,0,6.883890628814697,2,20191124,0
sde_unet_small,0,2.3482322692871094,2,20220518,0
sde_unet_small,0,7.990365505218506,2,20200828,1
sde_unet_small,0,2.2201449871063232,2,20221001,0
sde_unet_small,0,3.7471578121185303,2,20190714,0
sde_unet_small,0,2.4168922901153564,2,20200813,0
sde_unet_small,0,2.922029972076416,2,20210730,0
sde_unet_small,0,9.43035888671875,2,20210713,1
sde_unet_small,0,2.1262588500976562,2,20210920,0
sde_unet_small,0,2.6503608226776123,2,20190527,0
sde_unet_small,0,9.99030876159668,2,20230520,1
sde_unet_small,0,15.944238662719727,2,20240303,1
sde_unet_small,0,5.969973564147949,2,20190423,1
sde_unet_small,0,17.42557716369629,2,20191015,1
sde_unet_small,0,3.8936455249786377,2,20191125,0
sde_unet_small,0,4.661977291107178,2,20191019,0
sde_unet_small,0,6.040835380554199,2,20180530,0
sde_unet_small,0,5.801919460296631,2,20200604,1
sde_unet_small,0,3.4526164531707764,2,20200510,0
sde_unet_small,0,8.116915702819824,2,20240330,1
sde_unet_small,0,4.398314952850342,2,20180720,0
sde_unet_small,0,2.7539377212524414,2,20221223,1
sde_unet_small,0,28.76494026184082,2,20211004,1
sde_unet_small,0,8.934391975402832,2,20230827,1
sde_unet_small,0,1.6853914260864258,2,20200419,0
sde_unet_small,0,8.96490478515625,2,20200511,1
sde_unet_small,0,1.5134330987930298,2,20210412,0
sde_unet_small,0,2.7006747722625732,2,20211116,0
sde_unet_small,0,2.3166322708129883,2,20210823,0
sde_unet_small,0,8.845794677734375,2,20210511,1
sde_unet_small,0,2.16062068939209,2,20200227,0
sde_unet_small,0,9.087423324584961,2,20190610,1
sde_unet_small,0,2.0566539764404297,2,20210605,0
sde_unet_small,0,7.998440742492676,2,20240227,1
sde_unet_small,0,2.6991100311279297,2,20210622,0
sde_unet_small,0,15.477860450744629,2,20191123,1
sde_unet_small,0,9.495898246765137,2,20190715,1
sde_unet_small,0,6.1502861976623535,2,20190404,1
sde_unet_small,0,3.1768736839294434,2,20220506,0
sde_unet_small,0,3.861621856689453,2,20190622,0
sde_unet_small,0,5.246122360229492,2,20240210,1
sde_unet_small,0,1.8829070329666138,2,20200730,0
sde_unet_small,0,2.1997482776641846,2,20210206,0
sde_unet_small,0,7.787171363830566,2,20190807,1
sde_unet_small,0,3.433112859725952,2,20190910,0
sde_unet_small,0,1.7425040006637573,2,20211031,0
sde_unet_small,0,7.131420135498047,2,20190426,1
sde_unet_small,0,5.4169206619262695,2,20231201,1
sde_unet_small,0,12.697577476501465,2,20181106,1
sde_unet_small,0,6.19984245300293,2,20220423,1
sde_unet_small,0,12.906509399414062,2,20200829,1
sde_unet_small,0,3.919189691543579,2,20180913,0
sde_unet_small,0,5.43787145614624,2,20190812,0
sde_unet_small,0,4.347221851348877,2,20190201,1
sde_unet_small,0,3.0935142040252686,2,20220523,0
sde_unet_small,0,6.026443004608154,2,20200516,0
sde_unet_small,0,3.9300966262817383,2,20210207,0
sde_unet_small,0,3.499620199203491,2,20210629,0
sde_unet_small,0,5.042053699493408,2,20240209,1
sde_unet_small,0,5.189502716064453,2,20240331,1
sde_unet_small,0,2.572889566421509,2,20180711,0
sde_unet_small,0,7.885601997375488,2,20200830,1
sde_unet_small,0,4.358155250549316,2,20210724,0
sde_unet_small,0,10.590727806091309,2,20231020,1
sde_unet_small,0,3.6167056560516357,2,20181030,0
sde_unet_small,0,44.17094802856445,2,20201002,1
sde_unet_small,0,3.7480969429016113,2,20190703,0
sde_unet_small,0,3.5775551795959473,2,20231211,1
sde_unet_small,0,1.837724208831787,2,20200702,0
sde_unet_small,0,6.603728771209717,2,20181105,0
sde_unet_small,0,2.5578854084014893,2,20210831,0
sde_unet_small,0,5.376151084899902,2,20200420,1
sde_unet_small,0,2.7209415435791016,2,20190405,0
sde_unet_small,0,2.564666271209717,2,20200427,0
sde_unet_small,0,9.522186279296875,2,20201026,0
sde_unet_small,0,6.7758469581604,2,20230430,1
sde_unet_small,0,5.588998794555664,2,20201204,1
sde_unet_small,0,2.592643976211548,2,20200202,1
sde_unet_small,0,28.68258285522461,2,20191021,1
sde_unet_small,0,4.350621700286865,3,20210101,0
sde_unet_small,0,6.678640365600586,3,20190822,0
sde_unet_small,0,12.284112930297852,3,20230828,1
sde_unet_small,0,13.886094093322754,3,20181029,1
sde_unet_small,0,2.688746452331543,3,20180613,0
sde_unet_small,0,7.152108669281006,3,20191220,1
sde_unet_small,0,6.8600382804870605,3,20191124,0
sde_unet_small,0,2.3473470211029053,3,20220518,0
sde_unet_small,0,7.973837375640869,3,20200828,1
sde_unet_small,0,2.164106845855713,3,20221001,0
sde_unet_small,0,3.790165424346924,3,20190714,0
sde_unet_small,0,2.478121519088745,3,20200813,0
sde_unet_small,0,2.8504717350006104,3,20210730,0
sde_unet_small,0,9.482617378234863,3,20210713,1
sde_unet_small,0,2.194969654083252,3,20210920,0
sde_unet_small,0,2.571542739868164,3,20190527,0
sde_unet_small,0,10.095108985900879,3,20230520,1
sde_unet_small,0,15.976248741149902,3,20240303,1
sde_unet_small,0,6.065788745880127,3,20190423,1
sde_unet_small,0,17.478721618652344,3,20191015,1
sde_unet_small,0,3.888631582260132,3,20191125,0
sde_unet_small,0,4.650223255157471,3,20191019,0
sde_unet_small,0,5.923075199127197,3,20180530,0
sde_unet_small,0,5.822625160217285,3,20200604,1
sde_unet_small,0,3.51069712638855,3,20200510,0
sde_unet_small,0,7.99128532409668,3,20240330,1
sde_unet_small,0,4.410414218902588,3,20180720,0
sde_unet_small,0,2.7196993827819824,3,20221223,1
sde_unet_small,0,28.758684158325195,3,20211004,1
sde_unet_small,0,9.030057907104492,3,20230827,1
sde_unet_small,0,1.6412409543991089,3,20200419,0
sde_unet_small,0,8.93460464477539,3,20200511,1
sde_unet_small,0,1.58916175365448,3,20210412,0
sde_unet_small,0,2.695154905319214,3,20211116,0
sde_unet_small,0,2.337470293045044,3,20210823,0
sde_unet_small,0,8.78121280670166,3,20210511,1
sde_unet_small,0,2.1768832206726074,3,20200227,0
sde_unet_small,0,9.086348533630371,3,20190610,1
sde_unet_small,0,2.1089532375335693,3,20210605,0
sde_unet_small,0,8.050783157348633,3,20240227,1
sde_unet_small,0,2.729550838470459,3,20210622,0
sde_unet_small,0,15.37454891204834,3,20191123,1
sde_unet_small,0,9.403094291687012,3,20190715,1
sde_unet_small,0,6.094888687133789,3,20190404,1
sde_unet_small,0,3.1544439792633057,3,20220506,0
sde_unet_small,0,3.9133105278015137,3,20190622,0
sde_unet_small,0,5.170961856842041,3,20240210,1
sde_unet_small,0,1.8576561212539673,3,20200730,0
sde_unet_small,0,2.2461750507354736,3,20210206,0
sde_unet_small,0,7.910863399505615,3,20190807,1
sde_unet_small,0,3.3651623725891113,3,20190910,0
sde_unet_small,0,1.7180163860321045,3,20211031,0
sde_unet_small,0,7.1344475746154785,3,20190426,1
sde_unet_small,0,5.3864359855651855,3,20231201,1
sde_unet_small,0,12.700133323669434,3,20181106,1
sde_unet_small,0,6.263782978057861,3,20220423,1
sde_unet_small,0,12.920454978942871,3,20200829,1
sde_unet_small,0,3.8742034435272217,3,20180913,0
sde_unet_small,0,5.433640003204346,3,20190812,0
sde_unet_small,0,4.328615665435791,3,20190201,1
sde_unet_small,0,3.1132776737213135,3,20220523,0
sde_unet_small,0,6.012448787689209,3,20200516,0
sde_unet_small,0,3.9098031520843506,3,20210207,0
sde_unet_small,0,3.404323101043701,3,20210629,0
sde_unet_small,0,5.040902137756348,3,20240209,1
sde_unet_small,0,5.20289421081543,3,20240331,1
sde_unet_small,0,2.629056692123413,3,20180711,0
sde_unet_small,0,7.786699295043945,3,20200830,1
sde_unet_small,0,4.508511066436768,3,20210724,0
sde_unet_small,0,10.534663200378418,3,20231020,1
sde_unet_small,0,3.5215752124786377,3,20181030,0
sde_unet_small,0,44.212501525878906,3,20201002,1
sde_unet_small,0,3.8136215209960938,3,20190703,0
sde_unet_small,0,3.4912469387054443,3,20231211,1
sde_unet_small,0,1.8657810688018799,3,20200702,0
sde_unet_small,0,6.496496677398682,3,20181105,0
sde_unet_small,0,2.451214551925659,3,20210831,0
sde_unet_small,0,5.4300456047058105,3,20200420,1
sde_unet_small,0,2.728309392929077,3,20190405,0
sde_unet_small,0,2.650099754333496,3,20200427,0
sde_unet_small,0,9.379037857055664,3,20201026,0
sde_unet_small,0,6.7240729331970215,3,20230430,1
sde_unet_small,0,5.617031097412109,3,20201204,1
sde_unet_small,0,2.5787253379821777,3,20200202,1
sde_unet_small,0,28.731966018676758,3,20191021,1
sde_unet_small,0,4.446365833282471,4,20210101,0
sde_unet_small,0,6.704779624938965,4,20190822,0
sde_unet_small,0,12.307389259338379,4,20230828,1
sde_unet_small,0,13.924980163574219,4,20181029,1
sde_unet_small,0,2.63991379737854,4,20180613,0
sde_unet_small,0,7.239826202392578,4,20191220,1
sde_unet_small,0,6.954491138458252,4,20191124,0
sde_unet_small,0,2.3691799640655518,4,20220518,0
sde_unet_small,0,7.904213905334473,4,20200828,1
sde_unet_small,0,2.2043848037719727,4,20221001,0
sde_unet_small,0,3.660104513168335,4,20190714,0
sde_unet_small,0,2.484830141067505,4,20200813,0
sde_unet_small,0,2.922086477279663,4,20210730,0
sde_unet_small,0,9.481507301330566,4,20210713,1
sde_unet_small,0,2.177225351333618,4,20210920,0
sde_unet_small,0,2.636380434036255,4,20190527,0
sde_unet_small,0,10.076106071472168,4,20230520,1
sde_unet_small,0,16.02652931213379,4,20240303,1
sde_unet_small,0,5.882294178009033,4,20190423,1
sde_unet_small,0,17.555837631225586,4,20191015,1
sde_unet_small,0,3.864633560180664,4,20191125,0
sde_unet_small,0,4.602477550506592,4,20191019,0
sde_unet_small,0,5.976810932159424,4,20180530,0
sde_unet_small,0,5.811990737915039,4,20200604,1
sde_unet_small,0,3.4323744773864746,4,20200510,0
sde_unet_small,0,8.08181095123291,4,20240330,1
sde_unet_small,0,4.403059482574463,4,20180720,0
sde_unet_small,0,2.7172861099243164,4,20221223,1
sde_unet_small,0,28.916723251342773,4,20211004,1
sde_unet_small,0,9.032965660095215,4,20230827,1
sde_unet_small,0,1.6541693210601807,4,20200419,0
sde_unet_small,0,8.90640926361084,4,20200511,1
sde_unet_small,0,1.5447190999984741,4,20210412,0
sde_unet_small,0,2.726916551589966,4,20211116,0
sde_unet_small,0,2.2821848392486572,4,20210823,0
sde_unet_small,0,8.716964721679688,4,20210511,1
sde_unet_small,0,2.156862258911133,4,20200227,0
sde_unet_small,0,9.175057411193848,4,20190610,1
sde_unet_small,0,2.061387300491333,4,20210605,0
sde_unet_small,0,8.007546424865723,4,20240227,1
sde_unet_small,0,2.6945505142211914,4,20210622,0
sde_unet_small,0,15.350885391235352,4,20191123,1
sde_unet_small,0,9.433669090270996,4,20190715,1
sde_unet_small,0,6.216214656829834,4,20190404,1
sde_unet_small,0,3.229663372039795,4,20220506,0
sde_unet_small,0,3.919830560684204,4,20190622,0
sde_unet_small,0,5.2699995040893555,4,20240210,1
sde_unet_small,0,1.9046368598937988,4,20200730,0
sde_unet_small,0,2.1649281978607178,4,20210206,0
sde_unet_small,0,7.89387321472168,4,20190807,1
sde_unet_small,0,3.5484061241149902,4,20190910,0
sde_unet_small,0,1.7137525081634521,4,20211031,0
sde_unet_small,0,7.037633419036865,4,20190426,1
sde_unet_small,0,5.326111793518066,4,20231201,1
sde_unet_small,0,12.670987129211426,4,20181106,1
sde_unet_small,0,6.227872371673584,4,20220423,1
sde_unet_small,0,12.889713287353516,4,20200829,1
sde_unet_small,0,3.8742425441741943,4,20180913,0
sde_unet_small,0,5.442897319793701,4,20190812,0
sde_unet_small,0,4.291754722595215,4,20190201,1
sde_unet_small,0,3.138096570968628,4,20220523,0
sde_unet_small,0,6.02880859375,4,20200516,0
sde_unet_small,0,3.870002031326294,4,20210207,0
sde_unet_small,0,3.5509581565856934,4,20210629,0
sde_unet_small,0,5.039662837982178,4,20240209,1
sde_unet_small,0,5.1915764808654785,4,20240331,1
sde_unet_small,0,2.625295639038086,4,20180711,0
sde_unet_small,0,7.841111183166504,4,20200830,1
sde_unet_small,0,4.5059003829956055,4,20210724,0
sde_unet_small,0,10.534895896911621,4,20231020,1
sde_unet_small,0,3.511829376220703,4,20181030,0
sde_unet_small,0,44.11899185180664,4,20201002,1
sde_unet_small,0,3.704836130142212,4,20190703,0
sde_unet_small,0,3.4982879161834717,4,20231211,1
sde_unet_small,0,1.804182529449463,4,20200702,0
sde_unet_small,0,6.573512077331543,4,20181105,0
sde_unet_small,0,2.4528303146362305,4,20210831,0
sde_unet_small,0,5.388708591461182,4,20200420,1
sde_unet_small,0,2.677943229675293,4,20190405,0
sde_unet_small,0,2.5544052124023438,4,20200427,0
sde_unet_small,0,9.580456733703613,4,20201026,0
sde_unet_small,0,6.73827600479126,4,20230430,1
sde_unet_small,0,5.607740879058838,4,20201204,1
sde_unet_small,0,2.5126097202301025,4,20200202,1
sde_unet_small,0,28.719566345214844,4,20191021,1
sde_unet_small,0,4.357280731201172,5,20210101,0
sde_unet_small,0,6.645195007324219,5,20190822,0
sde_unet_small,0,12.248673439025879,5,20230828,1
sde_unet_small,0,13.921648979187012,5,20181029,1
sde_unet_small,0,2.7205357551574707,5,20180613,0
sde_unet_small,0,7.0884785652160645,5,20191220,1
sde_unet_small,0,6.915943145751953,5,20191124,0
sde_unet_small,0,2.3764994144439697,5,20220518,0
sde_unet_small,0,8.024629592895508,5,20200828,1
sde_unet_small,0,2.177694320678711,5,20221001,0
sde_unet_small,0,3.753678321838379,5,20190714,0
sde_unet_small,0,2.4384765625,5,20200813,0
sde_unet_small,0,2.9617269039154053,5,20210730,0
sde_unet_small,0,9.40803050994873,5,20210713,1
sde_unet_small,0,2.17456316947937,5,20210920,0
sde_unet_small,0,2.5999457836151123,5,20190527,0
sde_unet_small,0,10.063309669494629,5,20230520,1
sde_unet_small,0,15.92943286895752,5,20240303,1
sde_unet_small,0,5.992298126220703,5,20190423,1
sde_unet_small,0,17.568161010742188,5,20191015,1
sde_unet_small,0,3.8972432613372803,5,20191125,0
sde_unet_small,0,4.639824867248535,5,20191019,0
sde_unet_small,0,6.00396203994751,5,20180530,0
sde_unet_small,0,5.77204704284668,5,20200604,1
sde_unet_small,0,3.552720546722412,5,20200510,0
sde_unet_small,0,8.076898574829102,5,20240330,1
sde_unet_small,0,4.459224224090576,5,20180720,0
sde_unet_small,0,2.71982741355896,5,20221223,1
sde_unet_small,0,28.874347686767578,5,20211004,1
sde_unet_small,0,9.061964988708496,5,20230827,1
sde_unet_small,0,1.6377556324005127,5,20200419,0
sde_unet_small,0,8.831629753112793,5,20200511,1
sde_unet_small,0,1.6138056516647339,5,20210412,0
