model,split,RMSE,repetition,date,isintense
sde_unet_small,0,15.941479682922363,13,20240303,1
sde_unet_small,0,5.923213481903076,13,20190423,1
sde_unet_small,0,17.41959571838379,13,20191015,1
sde_unet_small,0,3.904078960418701,13,20191125,0
sde_unet_small,0,4.627410411834717,13,20191019,0
sde_unet_small,0,5.947481632232666,13,20180530,0
sde_unet_small,0,5.813641548156738,13,20200604,1
sde_unet_small,0,3.49649715423584,13,20200510,0
sde_unet_small,0,8.081918716430664,13,20240330,1
sde_unet_small,0,4.369874954223633,13,20180720,0
sde_unet_small,0,2.767742156982422,13,20221223,1
sde_unet_small,0,28.82712745666504,13,20211004,1
sde_unet_small,0,9.066208839416504,13,20230827,1
sde_unet_small,0,1.669817566871643,13,20200419,0
sde_unet_small,0,8.845887184143066,13,20200511,1
sde_unet_small,0,1.5348721742630005,13,20210412,0
sde_unet_small,0,2.6612532138824463,13,20211116,0
sde_unet_small,0,2.2806007862091064,13,20210823,0
sde_unet_small,0,8.758056640625,13,20210511,1
sde_unet_small,0,2.09909725189209,13,20200227,0
sde_unet_small,0,9.065359115600586,13,20190610,1
sde_unet_small,0,2.0017545223236084,13,20210605,0
sde_unet_small,0,7.972180366516113,13,20240227,1
sde_unet_small,0,2.721863031387329,13,20210622,0
sde_unet_small,0,15.365171432495117,13,20191123,1
sde_unet_small,0,9.415897369384766,13,20190715,1
sde_unet_small,0,6.114617347717285,13,20190404,1
sde_unet_small,0,3.2640469074249268,13,20220506,0
sde_unet_small,0,3.9583327770233154,13,20190622,0
sde_unet_small,0,5.15778112411499,13,20240210,1
sde_unet_small,0,1.8964496850967407,13,20200730,0
sde_unet_small,0,2.2069361209869385,13,20210206,0
sde_unet_small,0,7.910539627075195,13,20190807,1
sde_unet_small,0,3.456838846206665,13,20190910,0
sde_unet_small,0,1.7066832780838013,13,20211031,0
sde_unet_small,0,7.078457832336426,13,20190426,1
sde_unet_small,0,5.351393699645996,13,20231201,1
sde_unet_small,0,12.669255256652832,13,20181106,1
sde_unet_small,0,6.275572776794434,13,20220423,1
sde_unet_small,0,12.858423233032227,13,20200829,1
sde_unet_small,0,3.9069321155548096,13,20180913,0
sde_unet_small,0,5.401942729949951,13,20190812,0
sde_unet_small,0,4.295680999755859,13,20190201,1
sde_unet_small,0,3.1002984046936035,13,20220523,0
sde_unet_small,0,5.996214389801025,13,20200516,0
sde_unet_small,0,3.959892511367798,13,20210207,0
sde_unet_small,0,3.444225549697876,13,20210629,0
sde_unet_small,0,5.0999531745910645,13,20240209,1
sde_unet_small,0,5.131321907043457,13,20240331,1
sde_unet_small,0,2.5758140087127686,13,20180711,0
sde_unet_small,0,7.865063190460205,13,20200830,1
sde_unet_small,0,4.459869861602783,13,20210724,0
sde_unet_small,0,10.499773025512695,13,20231020,1
sde_unet_small,0,3.563317060470581,13,20181030,0
sde_unet_small,0,44.23347091674805,13,20201002,1
sde_unet_small,0,3.737874746322632,13,20190703,0
sde_unet_small,0,3.4757320880889893,13,20231211,1
sde_unet_small,0,1.8608287572860718,13,20200702,0
sde_unet_small,0,6.5710225105285645,13,20181105,0
sde_unet_small,0,2.4905476570129395,13,20210831,0
sde_unet_small,0,5.425683498382568,13,20200420,1
sde_unet_small,0,2.6557352542877197,13,20190405,0
sde_unet_small,0,2.5216147899627686,13,20200427,0
sde_unet_small,0,9.475547790527344,13,20201026,0
sde_unet_small,0,6.756278991699219,13,20230430,1
sde_unet_small,0,5.604464530944824,13,20201204,1
sde_unet_small,0,2.5473289489746094,13,20200202,1
sde_unet_small,0,28.65693473815918,13,20191021,1
sde_unet_small,0,4.3155293464660645,14,20210101,0
sde_unet_small,0,6.6309685707092285,14,20190822,0
sde_unet_small,0,12.203682899475098,14,20230828,1
sde_unet_small,0,13.93285083770752,14,20181029,1
sde_unet_small,0,2.7316298484802246,14,20180613,0
sde_unet_small,0,7.216731548309326,14,20191220,1
sde_unet_small,0,6.880128383636475,14,20191124,0
sde_unet_small,0,2.3960371017456055,14,20220518,0
sde_unet_small,0,7.888982772827148,14,20200828,1
sde_unet_small,0,2.3287482261657715,14,20221001,0
sde_unet_small,0,3.7253448963165283,14,20190714,0
sde_unet_small,0,2.5002193450927734,14,20200813,0
sde_unet_small,0,2.88077712059021,14,20210730,0
sde_unet_small,0,9.45090103149414,14,20210713,1
sde_unet_small,0,2.170715808868408,14,20210920,0
sde_unet_small,0,2.6661908626556396,14,20190527,0
sde_unet_small,0,10.02281665802002,14,20230520,1
sde_unet_small,0,15.975863456726074,14,20240303,1
sde_unet_small,0,5.888086318969727,14,20190423,1
sde_unet_small,0,17.47156524658203,14,20191015,1
sde_unet_small,0,3.892645835876465,14,20191125,0
sde_unet_small,0,4.607316970825195,14,20191019,0
sde_unet_small,0,5.968428611755371,14,20180530,0
sde_unet_small,0,5.7108073234558105,14,20200604,1
sde_unet_small,0,3.4625110626220703,14,20200510,0
sde_unet_small,0,8.00113582611084,14,20240330,1
sde_unet_small,0,4.388533592224121,14,20180720,0
sde_unet_small,0,2.7651307582855225,14,20221223,1
sde_unet_small,0,28.799625396728516,14,20211004,1
sde_unet_small,0,8.987961769104004,14,20230827,1
sde_unet_small,0,1.6710329055786133,14,20200419,0
sde_unet_small,0,8.93571662902832,14,20200511,1
sde_unet_small,0,1.5390331745147705,14,20210412,0
sde_unet_small,0,2.6658475399017334,14,20211116,0
sde_unet_small,0,2.282559633255005,14,20210823,0
sde_unet_small,0,8.730921745300293,14,20210511,1
sde_unet_small,0,2.199502944946289,14,20200227,0
sde_unet_small,0,9.114822387695312,14,20190610,1
sde_unet_small,0,2.100695848464966,14,20210605,0
sde_unet_small,0,8.001012802124023,14,20240227,1
sde_unet_small,0,2.726416826248169,14,20210622,0
sde_unet_small,0,15.415389060974121,14,20191123,1
sde_unet_small,0,9.374935150146484,14,20190715,1
sde_unet_small,0,6.245396614074707,14,20190404,1
sde_unet_small,0,3.1793951988220215,14,20220506,0
sde_unet_small,0,3.9287946224212646,14,20190622,0
sde_unet_small,0,5.112040996551514,14,20240210,1
sde_unet_small,0,1.9049733877182007,14,20200730,0
sde_unet_small,0,2.219130039215088,14,20210206,0
sde_unet_small,0,7.909477710723877,14,20190807,1
sde_unet_small,0,3.4484262466430664,14,20190910,0
sde_unet_small,0,1.676335334777832,14,20211031,0
sde_unet_small,0,7.122234344482422,14,20190426,1
sde_unet_small,0,5.337217807769775,14,20231201,1
sde_unet_small,0,12.749801635742188,14,20181106,1
sde_unet_small,0,6.260128974914551,14,20220423,1
sde_unet_small,0,12.897660255432129,14,20200829,1
sde_unet_small,0,3.885789632797241,14,20180913,0
sde_unet_small,0,5.470119476318359,14,20190812,0
sde_unet_small,0,4.30920934677124,14,20190201,1
sde_unet_small,0,3.153970956802368,14,20220523,0
sde_unet_small,0,6.000273704528809,14,20200516,0
sde_unet_small,0,3.926356554031372,14,20210207,0
sde_unet_small,0,3.5220203399658203,14,20210629,0
sde_unet_small,0,4.981998443603516,14,20240209,1
sde_unet_small,0,5.2190656661987305,14,20240331,1
sde_unet_small,0,2.6050758361816406,14,20180711,0
sde_unet_small,0,7.876440048217773,14,20200830,1
sde_unet_small,0,4.469314098358154,14,20210724,0
sde_unet_small,0,10.546895027160645,14,20231020,1
sde_unet_small,0,3.639301061630249,14,20181030,0
sde_unet_small,0,44.24368667602539,14,20201002,1
sde_unet_small,0,3.7136776447296143,14,20190703,0
sde_unet_small,0,3.446880340576172,14,20231211,1
sde_unet_small,0,1.862445592880249,14,20200702,0
sde_unet_small,0,6.587240219116211,14,20181105,0
sde_unet_small,0,2.423239231109619,14,20210831,0
sde_unet_small,0,5.42513370513916,14,20200420,1
sde_unet_small,0,2.6564676761627197,14,20190405,0
sde_unet_small,0,2.61491322517395,14,20200427,0
sde_unet_small,0,9.590327262878418,14,20201026,0
sde_unet_small,0,6.7640461921691895,14,20230430,1
sde_unet_small,0,5.566288948059082,14,20201204,1
sde_unet_small,0,2.5825247764587402,14,20200202,1
sde_unet_small,0,28.73310089111328,14,20191021,1
sde_unet_small,0,4.419505596160889,15,20210101,0
sde_unet_small,0,6.709903717041016,15,20190822,0
sde_unet_small,0,12.303260803222656,15,20230828,1
sde_unet_small,0,13.941780090332031,15,20181029,1
sde_unet_small,0,2.7297189235687256,15,20180613,0
sde_unet_small,0,7.0408525466918945,15,20191220,1
sde_unet_small,0,6.841989994049072,15,20191124,0
sde_unet_small,0,2.3749046325683594,15,20220518,0
sde_unet_small,0,7.942493438720703,15,20200828,1
sde_unet_small,0,2.2006616592407227,15,20221001,0
sde_unet_small,0,3.72340726852417,15,20190714,0
sde_unet_small,0,2.4986400604248047,15,20200813,0
sde_unet_small,0,2.798569917678833,15,20210730,0
sde_unet_small,0,9.413504600524902,15,20210713,1
sde_unet_small,0,2.172369956970215,15,20210920,0
sde_unet_small,0,2.597806215286255,15,20190527,0
sde_unet_small,0,10.05153751373291,15,20230520,1
sde_unet_small,0,15.918354988098145,15,20240303,1
sde_unet_small,0,5.883120536804199,15,20190423,1
sde_unet_small,0,17.500991821289062,15,20191015,1
sde_unet_small,0,3.911526679992676,15,20191125,0
sde_unet_small,0,4.615573883056641,15,20191019,0
sde_unet_small,0,5.946826457977295,15,20180530,0
sde_unet_small,0,5.813846588134766,15,20200604,1
sde_unet_small,0,3.409919023513794,15,20200510,0
sde_unet_small,0,8.008685111999512,15,20240330,1
sde_unet_small,0,4.378659725189209,15,20180720,0
sde_unet_small,0,2.758150339126587,15,20221223,1
sde_unet_small,0,28.849485397338867,15,20211004,1
sde_unet_small,0,8.92304801940918,15,20230827,1
sde_unet_small,0,1.6887537240982056,15,20200419,0
sde_unet_small,0,8.90172004699707,15,20200511,1
sde_unet_small,0,1.5902906656265259,15,20210412,0
sde_unet_small,0,2.693910598754883,15,20211116,0
sde_unet_small,0,2.2102222442626953,15,20210823,0
sde_unet_small,0,8.733983993530273,15,20210511,1
sde_unet_small,0,2.1632206439971924,15,20200227,0
sde_unet_small,0,9.223706245422363,15,20190610,1
sde_unet_small,0,2.112929582595825,15,20210605,0
sde_unet_small,0,8.06664752960205,15,20240227,1
sde_unet_small,0,2.681792974472046,15,20210622,0
sde_unet_small,0,15.385497093200684,15,20191123,1
sde_unet_small,0,9.498804092407227,15,20190715,1
sde_unet_small,0,6.249408721923828,15,20190404,1
sde_unet_small,0,3.135767698287964,15,20220506,0
sde_unet_small,0,3.9105260372161865,15,20190622,0
sde_unet_small,0,5.167892932891846,15,20240210,1
sde_unet_small,0,1.8972647190093994,15,20200730,0
sde_unet_small,0,2.145761489868164,15,20210206,0
sde_unet_small,0,7.921790599822998,15,20190807,1
sde_unet_small,0,3.415527820587158,15,20190910,0
sde_unet_small,0,1.73823881149292,15,20211031,0
sde_unet_small,0,7.041275501251221,15,20190426,1
sde_unet_small,0,5.283196449279785,15,20231201,1
sde_unet_small,0,12.79100227355957,15,20181106,1
sde_unet_small,0,6.243109226226807,15,20220423,1
sde_unet_small,0,12.899933815002441,15,20200829,1
sde_unet_small,0,3.9333889484405518,15,20180913,0
sde_unet_small,0,5.497297763824463,15,20190812,0
sde_unet_small,0,4.331836223602295,15,20190201,1
sde_unet_small,0,3.1431872844696045,15,20220523,0
sde_unet_small,0,5.9929890632629395,15,20200516,0
sde_unet_small,0,3.9325523376464844,15,20210207,0
sde_unet_small,0,3.5316927433013916,15,20210629,0
sde_unet_small,0,5.074729919433594,15,20240209,1
sde_unet_small,0,5.17628288269043,15,20240331,1
sde_unet_small,0,2.60614013671875,15,20180711,0
sde_unet_small,0,7.774164199829102,15,20200830,1
sde_unet_small,0,4.463386535644531,15,20210724,0
sde_unet_small,0,10.446813583374023,15,20231020,1
sde_unet_small,0,3.463913917541504,15,20181030,0
sde_unet_small,0,44.15812301635742,15,20201002,1
sde_unet_small,0,3.754688024520874,15,20190703,0
sde_unet_small,0,3.4741082191467285,15,20231211,1
sde_unet_small,0,1.8274980783462524,15,20200702,0
sde_unet_small,0,6.502933025360107,15,20181105,0
sde_unet_small,0,2.4920778274536133,15,20210831,0
sde_unet_small,0,5.387142181396484,15,20200420,1
sde_unet_small,0,2.7701222896575928,15,20190405,0
sde_unet_small,0,2.6662380695343018,15,20200427,0
sde_unet_small,0,9.500975608825684,15,20201026,0
sde_unet_small,0,6.730145454406738,15,20230430,1
sde_unet_small,0,5.579057693481445,15,20201204,1
sde_unet_small,0,2.562594175338745,15,20200202,1
sde_unet_small,0,28.69011116027832,15,20191021,1
sde_unet_small,0,4.384005546569824,16,20210101,0
sde_unet_small,0,6.662346363067627,16,20190822,0
sde_unet_small,0,12.269903182983398,16,20230828,1
sde_unet_small,0,14.008935928344727,16,20181029,1
sde_unet_small,0,2.735931158065796,16,20180613,0
sde_unet_small,0,7.144343376159668,16,20191220,1
sde_unet_small,0,6.893809795379639,16,20191124,0
sde_unet_small,0,2.3583028316497803,16,20220518,0
sde_unet_small,0,7.940136432647705,16,20200828,1
sde_unet_small,0,2.150057792663574,16,20221001,0
sde_unet_small,0,3.7075071334838867,16,20190714,0
sde_unet_small,0,2.5013859272003174,16,20200813,0
sde_unet_small,0,2.902028799057007,16,20210730,0
sde_unet_small,0,9.484808921813965,16,20210713,1
sde_unet_small,0,2.1993141174316406,16,20210920,0
sde_unet_small,0,2.5986363887786865,16,20190527,0
sde_unet_small,0,10.067734718322754,16,20230520,1
sde_unet_small,0,16.065147399902344,16,20240303,1
sde_unet_small,0,5.862354755401611,16,20190423,1
sde_unet_small,0,17.457714080810547,16,20191015,1
sde_unet_small,0,3.920828104019165,16,20191125,0
sde_unet_small,0,4.6732563972473145,16,20191019,0
sde_unet_small,0,5.919090270996094,16,20180530,0
sde_unet_small,0,5.73922872543335,16,20200604,1
sde_unet_small,0,3.402705669403076,16,20200510,0
sde_unet_small,0,7.955835342407227,16,20240330,1
sde_unet_small,0,4.430200576782227,16,20180720,0
sde_unet_small,0,2.740093231201172,16,20221223,1
sde_unet_small,0,28.84815216064453,16,20211004,1
sde_unet_small,0,8.936868667602539,16,20230827,1
sde_unet_small,0,1.6060770750045776,16,20200419,0
sde_unet_small,0,8.91741943359375,16,20200511,1
sde_unet_small,0,1.6240817308425903,16,20210412,0
sde_unet_small,0,2.701727867126465,16,20211116,0
sde_unet_small,0,2.253190755844116,16,20210823,0
sde_unet_small,0,8.846824645996094,16,20210511,1
sde_unet_small,0,2.2113656997680664,16,20200227,0
sde_unet_small,0,9.132501602172852,16,20190610,1
sde_unet_small,0,2.0267698764801025,16,20210605,0
sde_unet_small,0,8.035235404968262,16,20240227,1
sde_unet_small,0,2.6836297512054443,16,20210622,0
sde_unet_small,0,15.315876007080078,16,20191123,1
sde_unet_small,0,9.366098403930664,16,20190715,1
sde_unet_small,0,6.228295803070068,16,20190404,1
sde_unet_small,0,3.084679126739502,16,20220506,0
sde_unet_small,0,3.9005508422851562,16,20190622,0
sde_unet_small,0,5.233509540557861,16,20240210,1
sde_unet_small,0,1.9338254928588867,16,20200730,0
sde_unet_small,0,2.264561653137207,16,20210206,0
sde_unet_small,0,7.888611316680908,16,20190807,1
sde_unet_small,0,3.476383686065674,16,20190910,0
sde_unet_small,0,1.7269178628921509,16,20211031,0
sde_unet_small,0,7.085759162902832,16,20190426,1
sde_unet_small,0,5.310973167419434,16,20231201,1
sde_unet_small,0,12.705286979675293,16,20181106,1
sde_unet_small,0,6.228930950164795,16,20220423,1
sde_unet_small,0,12.94758415222168,16,20200829,1
sde_unet_small,0,3.8696343898773193,16,20180913,0
sde_unet_small,0,5.458998203277588,16,20190812,0
sde_unet_small,0,4.315180778503418,16,20190201,1
sde_unet_small,0,3.1004743576049805,16,20220523,0
sde_unet_small,0,6.0376505851745605,16,20200516,0
sde_unet_small,0,3.9362921714782715,16,20210207,0
sde_unet_small,0,3.5174243450164795,16,20210629,0
sde_unet_small,0,5.0817036628723145,16,20240209,1
sde_unet_small,0,5.1526923179626465,16,20240331,1
sde_unet_small,0,2.6457738876342773,16,20180711,0
sde_unet_small,0,7.857630729675293,16,20200830,1
sde_unet_small,0,4.458678245544434,16,20210724,0
sde_unet_small,0,10.581522941589355,16,20231020,1
sde_unet_small,0,3.5818910598754883,16,20181030,0
sde_unet_small,0,44.10313415527344,16,20201002,1
sde_unet_small,0,3.717766523361206,16,20190703,0
sde_unet_small,0,3.5000991821289062,16,20231211,1
sde_unet_small,0,1.876444935798645,16,20200702,0
sde_unet_small,0,6.500907897949219,16,20181105,0
sde_unet_small,0,2.4562830924987793,16,20210831,0
sde_unet_small,0,5.410099029541016,16,20200420,1
sde_unet_small,0,2.7172300815582275,16,20190405,0
sde_unet_small,0,2.6039624214172363,16,20200427,0
sde_unet_small,0,9.548078536987305,16,20201026,0
sde_unet_small,0,6.750099182128906,16,20230430,1
sde_unet_small,0,5.564065456390381,16,20201204,1
sde_unet_small,0,2.533761978149414,16,20200202,1
sde_unet_small,0,28.62089729309082,16,20191021,1
sde_unet_small,0,4.466147422790527,17,20210101,0
sde_unet_small,0,6.7377777099609375,17,20190822,0
sde_unet_small,0,12.210253715515137,17,20230828,1
sde_unet_small,0,13.867616653442383,17,20181029,1
sde_unet_small,0,2.7743442058563232,17,20180613,0
sde_unet_small,0,7.164166450500488,17,20191220,1
sde_unet_small,0,6.872938632965088,17,20191124,0
sde_unet_small,0,2.364276885986328,17,20220518,0
sde_unet_small,0,7.955936431884766,17,20200828,1
sde_unet_small,0,2.235135793685913,17,20221001,0
sde_unet_small,0,3.7428269386291504,17,20190714,0
sde_unet_small,0,2.3936192989349365,17,20200813,0
sde_unet_small,0,2.8710460662841797,17,20210730,0
sde_unet_small,0,9.426499366760254,17,20210713,1
sde_unet_small,0,2.1383161544799805,17,20210920,0
sde_unet_small,0,2.643324613571167,17,20190527,0
sde_unet_small,0,10.043784141540527,17,20230520,1
sde_unet_small,0,15.926950454711914,17,20240303,1
sde_unet_small,0,5.926873683929443,17,20190423,1
sde_unet_small,0,17.57280731201172,17,20191015,1
sde_unet_small,0,3.935847282409668,17,20191125,0
sde_unet_small,0,4.607392311096191,17,20191019,0
sde_unet_small,0,5.9474639892578125,17,20180530,0
sde_unet_small,0,5.81973123550415,17,20200604,1
sde_unet_small,0,3.4420409202575684,17,20200510,0
sde_unet_small,0,8.082229614257812,17,20240330,1
sde_unet_small,0,4.404111385345459,17,20180720,0
sde_unet_small,0,2.6799309253692627,17,20221223,1
sde_unet_small,0,28.885234832763672,17,20211004,1
sde_unet_small,0,8.958259582519531,17,20230827,1
sde_unet_small,0,1.6277426481246948,17,20200419,0
sde_unet_small,0,8.923856735229492,17,20200511,1
sde_unet_small,0,1.574400782585144,17,20210412,0
sde_unet_small,0,2.7017972469329834,17,20211116,0
sde_unet_small,0,2.294874668121338,17,20210823,0
sde_unet_small,0,8.716833114624023,17,20210511,1
sde_unet_small,0,2.267011880874634,17,20200227,0
sde_unet_small,0,9.14436149597168,17,20190610,1
sde_unet_small,0,2.086423397064209,17,20210605,0
sde_unet_small,0,8.017956733703613,17,20240227,1
sde_unet_small,0,2.7265915870666504,17,20210622,0
sde_unet_small,0,15.361703872680664,17,20191123,1
sde_unet_small,0,9.352385520935059,17,20190715,1
sde_unet_small,0,6.190805912017822,17,20190404,1
sde_unet_small,0,3.1727705001831055,17,20220506,0
sde_unet_small,0,3.9116387367248535,17,20190622,0
sde_unet_small,0,5.167045593261719,17,20240210,1
sde_unet_small,0,1.8865007162094116,17,20200730,0
sde_unet_small,0,2.202893018722534,17,20210206,0
sde_unet_small,0,7.8843793869018555,17,20190807,1
sde_unet_small,0,3.43302321434021,17,20190910,0
sde_unet_small,0,1.7606087923049927,17,20211031,0
sde_unet_small,0,7.100513458251953,17,20190426,1
sde_unet_small,0,5.294105529785156,17,20231201,1
sde_unet_small,0,12.612560272216797,17,20181106,1
sde_unet_small,0,6.318614482879639,17,20220423,1
sde_unet_small,0,12.850503921508789,17,20200829,1
sde_unet_small,0,3.8411707878112793,17,20180913,0
sde_unet_small,0,5.456811904907227,17,20190812,0
sde_unet_small,0,4.381162166595459,17,20190201,1
sde_unet_small,0,3.084968090057373,17,20220523,0
sde_unet_small,0,6.006942272186279,17,20200516,0
sde_unet_small,0,3.8509938716888428,17,20210207,0
sde_unet_small,0,3.4918179512023926,17,20210629,0
sde_unet_small,0,5.014246940612793,17,20240209,1
sde_unet_small,0,5.180145263671875,17,20240331,1
sde_unet_small,0,2.5701022148132324,17,20180711,0
sde_unet_small,0,7.919656276702881,17,20200830,1
sde_unet_small,0,4.485619068145752,17,20210724,0
sde_unet_small,0,10.548433303833008,17,20231020,1
sde_unet_small,0,3.5098681449890137,17,20181030,0
sde_unet_small,0,44.17860794067383,17,20201002,1
sde_unet_small,0,3.8151981830596924,17,20190703,0
sde_unet_small,0,3.495431423187256,17,20231211,1
sde_unet_small,0,1.8537297248840332,17,20200702,0
sde_unet_small,0,6.554119110107422,17,20181105,0
sde_unet_small,0,2.4549753665924072,17,20210831,0
sde_unet_small,0,5.375713348388672,17,20200420,1
sde_unet_small,0,2.730473518371582,17,20190405,0
sde_unet_small,0,2.608381748199463,17,20200427,0
sde_unet_small,0,9.427870750427246,17,20201026,0
sde_unet_small,0,6.7396063804626465,17,20230430,1
sde_unet_small,0,5.614100933074951,17,20201204,1
sde_unet_small,0,2.5731823444366455,17,20200202,1
sde_unet_small,0,28.70467185974121,17,20191021,1
sde_unet_small,0,4.41928768157959,18,20210101,0
sde_unet_small,0,6.666942119598389,18,20190822,0
sde_unet_small,0,12.281214714050293,18,20230828,1
sde_unet_small,0,13.871469497680664,18,20181029,1
sde_unet_small,0,2.6331851482391357,18,20180613,0
sde_unet_small,0,7.148487567901611,18,20191220,1
sde_unet_small,0,6.889166355133057,18,20191124,0
sde_unet_small,0,2.3610291481018066,18,20220518,0
sde_unet_small,0,8.039713859558105,18,20200828,1
sde_unet_small,0,2.279855966567993,18,20221001,0
sde_unet_small,0,3.734682321548462,18,20190714,0
sde_unet_small,0,2.446641683578491,18,20200813,0
sde_unet_small,0,2.836263656616211,18,20210730,0
sde_unet_small,0,9.437560081481934,18,20210713,1
sde_unet_small,0,2.1808829307556152,18,20210920,0
sde_unet_small,0,2.5890004634857178,18,20190527,0
sde_unet_small,0,10.167899131774902,18,20230520,1
sde_unet_small,0,16.009994506835938,18,20240303,1
sde_unet_small,0,5.9872355461120605,18,20190423,1
sde_unet_small,0,17.472627639770508,18,20191015,1
sde_unet_small,0,3.8714418411254883,18,20191125,0
sde_unet_small,0,4.635742664337158,18,20191019,0
sde_unet_small,0,5.94415807723999,18,20180530,0
sde_unet_small,0,5.71080207824707,18,20200604,1
sde_unet_small,0,3.452242612838745,18,20200510,0
sde_unet_small,0,8.076085090637207,18,20240330,1
sde_unet_small,0,4.434437274932861,18,20180720,0
sde_unet_small,0,2.7700986862182617,18,20221223,1
sde_unet_small,0,28.85784149169922,18,20211004,1
sde_unet_small,0,8.914430618286133,18,20230827,1
sde_unet_small,0,1.6630619764328003,18,20200419,0
sde_unet_small,0,8.981738090515137,18,20200511,1
sde_unet_small,0,1.6368114948272705,18,20210412,0
sde_unet_small,0,2.7432756423950195,18,20211116,0
sde_unet_small,0,2.3034253120422363,18,20210823,0
sde_unet_small,0,8.830219268798828,18,20210511,1
sde_unet_small,0,2.1489291191101074,18,20200227,0
sde_unet_small,0,9.061379432678223,18,20190610,1
sde_unet_small,0,1.9896204471588135,18,20210605,0
sde_unet_small,0,8.070951461791992,18,20240227,1
sde_unet_small,0,2.6347837448120117,18,20210622,0
sde_unet_small,0,15.329765319824219,18,20191123,1
sde_unet_small,0,9.379453659057617,18,20190715,1
sde_unet_small,0,6.1968841552734375,18,20190404,1
sde_unet_small,0,3.0978329181671143,18,20220506,0
sde_unet_small,0,3.9087791442871094,18,20190622,0
sde_unet_small,0,5.213565349578857,18,20240210,1
sde_unet_small,0,1.8745214939117432,18,20200730,0
sde_unet_small,0,2.181196689605713,18,20210206,0
sde_unet_small,0,7.884647846221924,18,20190807,1
sde_unet_small,0,3.457557439804077,18,20190910,0
sde_unet_small,0,1.7020444869995117,18,20211031,0
sde_unet_small,0,6.998572826385498,18,20190426,1
sde_unet_small,0,5.270479679107666,18,20231201,1
sde_unet_small,0,12.739272117614746,18,20181106,1
sde_unet_small,0,6.315088748931885,18,20220423,1
sde_unet_small,0,12.855841636657715,18,20200829,1
sde_unet_small,0,3.8777077198028564,18,20180913,0
sde_unet_small,0,5.443567752838135,18,20190812,0
sde_unet_small,0,4.299192428588867,18,20190201,1
sde_unet_small,0,3.190575361251831,18,20220523,0
sde_unet_small,0,5.990190505981445,18,20200516,0
sde_unet_small,0,3.9589481353759766,18,20210207,0
sde_unet_small,0,3.499652624130249,18,20210629,0
sde_unet_small,0,5.087022304534912,18,20240209,1
sde_unet_small,0,5.1287431716918945,18,20240331,1
sde_unet_small,0,2.634725332260132,18,20180711,0
sde_unet_small,0,7.9272260665893555,18,20200830,1
sde_unet_small,0,4.443539142608643,18,20210724,0
sde_unet_small,0,10.529099464416504,18,20231020,1
sde_unet_small,0,3.531066656112671,18,20181030,0
sde_unet_small,0,44.235923767089844,18,20201002,1
sde_unet_small,0,3.8041181564331055,18,20190703,0
sde_unet_small,0,3.472933292388916,18,20231211,1
sde_unet_small,0,1.8449519872665405,18,20200702,0
sde_unet_small,0,6.547658443450928,18,20181105,0
sde_unet_small,0,2.4366188049316406,18,20210831,0
sde_unet_small,0,5.446762561798096,18,20200420,1
sde_unet_small,0,2.784463405609131,18,20190405,0
sde_unet_small,0,2.638333797454834,18,20200427,0
sde_unet_small,0,9.4533052444458,18,20201026,0
sde_unet_small,0,6.766822338104248,18,20230430,1
sde_unet_small,0,5.535476207733154,18,20201204,1
sde_unet_small,0,2.5856215953826904,18,20200202,1
sde_unet_small,0,28.64769172668457,18,20191021,1
sde_unet_small,0,4.382803440093994,19,20210101,0
sde_unet_small,0,6.680647850036621,19,20190822,0
sde_unet_small,0,12.281088829040527,19,20230828,1
sde_unet_small,0,13.885124206542969,19,20181029,1
sde_unet_small,0,2.7375235557556152,19,20180613,0
sde_unet_small,0,7.18469762802124,19,20191220,1
sde_unet_small,0,6.950117588043213,19,20191124,0
sde_unet_small,0,2.361391067504883,19,20220518,0
sde_unet_small,0,7.952237129211426,19,20200828,1
sde_unet_small,0,2.252932071685791,19,20221001,0
sde_unet_small,0,3.7334604263305664,19,20190714,0
sde_unet_small,0,2.4406402111053467,19,20200813,0
sde_unet_small,0,2.889605760574341,19,20210730,0
sde_unet_small,0,9.467994689941406,19,20210713,1
sde_unet_small,0,2.2048027515411377,19,20210920,0
sde_unet_small,0,2.6220622062683105,19,20190527,0
sde_unet_small,0,10.017643928527832,19,20230520,1
sde_unet_small,0,15.877091407775879,19,20240303,1
sde_unet_small,0,5.8897528648376465,19,20190423,1
sde_unet_small,0,17.46626091003418,19,20191015,1
sde_unet_small,0,3.9227421283721924,19,20191125,0
sde_unet_small,0,4.639297962188721,19,20191019,0
sde_unet_small,0,6.044379711151123,19,20180530,0
sde_unet_small,0,5.851527690887451,19,20200604,1
sde_unet_small,0,3.439934253692627,19,20200510,0
sde_unet_small,0,7.995832443237305,19,20240330,1
sde_unet_small,0,4.383234977722168,19,20180720,0
sde_unet_small,0,2.7510013580322266,19,20221223,1
sde_unet_small,0,28.85227394104004,19,20211004,1
sde_unet_small,0,8.873096466064453,19,20230827,1
sde_unet_small,0,1.706554889678955,19,20200419,0
sde_unet_small,0,8.889589309692383,19,20200511,1
sde_unet_small,0,1.5758180618286133,19,20210412,0
sde_unet_small,0,2.7132582664489746,19,20211116,0
sde_unet_small,0,2.2755231857299805,19,20210823,0
sde_unet_small,0,8.861839294433594,19,20210511,1
sde_unet_small,0,2.15645432472229,19,20200227,0
sde_unet_small,0,9.04140567779541,19,20190610,1
